iter	RMSE
1681	355909.5002
1682	355886.4571
1683	355874.6846
1684	355836.6761
1685	355806.8306
1686	355777.3199
1687	355752.8949
1688	355715.4779
1689	355659.8096
1690	355577.756
1691	355563.1582
1692	355540.4785
1693	355505.418
1694	355472.1945
1695	355426.8768
1696	355401.5843
1697	355376.6547
1698	355364.4262
1699	355331.998
1700	355299.8899
1701	355270.6655
1702	355249.2947
1703	355209.682
1704	355182.0189
1705	355161.6632
1706	355131.9928
1707	355101.2053
1708	355033.1456
1709	355003.252
1710	354963.6765
1711	354944.2128
1712	354908.2018
1713	354890.2359
1714	354851.3286
1715	354827.9347
1716	354791.8536
1717	354765.702
1718	354734.8474
1719	354709.9235
1720	354682.5829
1721	354658.7913
1722	354620.4348
1723	354595.5469
1724	354560.3514
1725	354514.5505
1726	354483.4109
1727	354468.9316
1728	354442.6316
1729	354424.0464
1730	354367.5392
1731	354340.5945
1732	354275.874
1733	354238.4737
1734	354198.0672
1735	354183.46
1736	354149.9767
1737	354125.8399
1738	354088.8788
1739	354067.3099
1740	353987.5662
1741	353957.1882
1742	353931.1951
1743	353904.9095
1744	353865.6125
1745	353829.4672
1746	353807.9541
1747	353769.1446
1748	353730.429
1749	353671.7383
1750	353640.7722
1751	353618.1761
1752	353575.468
1753	353540.7513
1754	353519.2218
1755	353483.6502
1756	353460.2259
1757	353429.1847
1758	353391.8199
1759	353375.8702
1760	353338.1792
1761	353317.1309
1762	353278.2709
1763	353253.4371
1764	353219.1346
1765	353174.3612
1766	353130.4122
1767	353090.4314
1768	353076.1973
1769	353057.4277
1770	353027.6225
1771	352992.6536
1772	352925.7118
1773	352906.2302
1774	352871.2514
1775	352833.8282
1776	352790.6952
1777	352756.1163
1778	352722.8412
1779	352684.2271
1780	352671.328
1781	352645.9109
1782	352609.5332
1783	352580.1601
1784	352562.5343
1785	352549.3707
1786	352520.2098
1787	352477.3932
1788	352446.4361
1789	352412.2233
1790	352379.5561
1791	352358.6314
1792	352293.3268
1793	352269.9539
1794	352200.4367
1795	352161.3633
1796	352137.5577
1797	352110.9815
1798	352082.8173
1799	352062.0021
1800	352029.8961
1801	352008.4143
1802	351983.5169
1803	351941.2795
1804	351913.8629
1805	351885.0233
1806	351864.4037
1807	351828.5146
1808	351815.6837
1809	351787.7738
1810	351736.9347
1811	351716.2797
1812	351694.6951
1813	351659.61
1814	351633.0149
1815	351594.8697
1816	351561.1182
1817	351544.4165
1818	351521.6567
1819	351491.9216
1820	351469.03
1821	351431.0986
1822	351401.4475
1823	351368.9671
1824	351335.0833
1825	351303.336
1826	351290.2876
1827	351270.1408
1828	351217.9317
1829	351185.282
1830	351153.4057
1831	351113.9165
1832	351091.6028
1833	351060.8832
1834	351024.4439
1835	350994.2492
1836	350961.2201
1837	350937.3453
1838	350910.5274
1839	350877.9504
1840	350840.5818
1841	350813.7117
1842	350787.3936
1843	350774.8405
1844	350742.7979
1845	350715.2149
1846	350688.2936
1847	350652.5905
1848	350633.4054
1849	350599.774
1850	350567.1022
1851	350531.4199
1852	350506.5895
1853	350479.9143
1854	350444.5219
1855	350416.8674
1856	350391.2536
1857	350356.284
1858	350337.4414
1859	350313.5715
1860	350295.6382
1861	350260.0175
1862	350250.0408
1863	350214.1868
1864	350194.1812
1865	350169.3098
1866	350130.0607
1867	350098.6513
1868	350067.1037
1869	350047.8514
1870	350025.8023
1871	350004.5128
1872	349978.228
1873	349948.6753
1874	349915.9131
1875	349849.9524
1876	349840.3568
1877	349828.5094
1878	349794.3477
1879	349770.2686
1880	349752.4734
1881	349722.854
1882	349682.039
1883	349624.3902
1884	349597.9559
1885	349585.0584
1886	349550.9857
1887	349521.347
1888	349478.1019
1889	349447.3022
1890	349408.7991
1891	349377.1083
1892	349346.5311
1893	349319.2524
1894	349284.289
1895	349253.6919
1896	349240.6032
1897	349215.8331
1898	349192.0306
1899	349170.5543
1900	349148.1461
1901	349073.4145
1902	349061.8585
1903	349037.5902
1904	349015.8835
1905	348980.9554
1906	348943.0972
1907	348923.4379
1908	348897.9423
1909	348867.517
1910	348816.3494
1911	348796.1361
1912	348775.5476
1913	348734.2723
1914	348708.4865
1915	348682.1215
1916	348647.177
1917	348623.4911
1918	348582.9952
1919	348539.7891
1920	348479.1226
1921	348452.444
1922	348431.7508
1923	348402.3492
1924	348381.1505
1925	348354.6816
1926	348330.5963
1927	348318.6716
1928	348296.2292
1929	348279.4567
1930	348255.1319
1931	348229.0663
1932	348182.9863
1933	348145.5906
1934	348115.8371
1935	348084.4243
1936	348065.2901
1937	348040.0563
1938	348009.9286
1939	347988.854
1940	347953.6721
1941	347933.9143
1942	347917.446
1943	347887.5996
1944	347861.4042
1945	347846.7089
1946	347822.8418
1947	347796.3292
1948	347766.8059
1949	347737.6541
1950	347705.9204
1951	347688.0763
1952	347661.4514
1953	347631.6603
1954	347617.8621
1955	347598.4498
1956	347568.3842
1957	347549.6241
1958	347525.4892
1959	347500.813
1960	347475.7539
1961	347450.5847
1962	347387.1861
1963	347358.4049
1964	347321.2405
1965	347248.8952
1966	347226.2284
1967	347202.2116
1968	347172.5971
1969	347151.9648
1970	347120.5777
1971	347093.4059
1972	347071.0364
1973	347041.5531
1974	347009.0046
1975	346990.2349
1976	346972.4509
1977	346931.4288
1978	346900.3108
1979	346871.6789
1980	346842.7238
1981	346806.7157
1982	346793.0728
1983	346768.0547
1984	346756.723
1985	346716.8887
1986	346691.8394
1987	346662.4334
1988	346601.0519
1989	346577.006
1990	346556.2043
1991	346525.9377
1992	346495.0428
1993	346476.3297
1994	346463.1556
1995	346435.1951
1996	346403.5139
1997	346384.9764
1998	346352.169
1999	346324.6065
2000	346300.233
2001	346267.0488
2002	346252.8389
2003	346223.2721
2004	346193.477
2005	346165.8435
2006	346156.3643
2007	346144.8682
2008	346074.2738
2009	346038.8179
2010	346011.214
2011	345989.7056
2012	345960.5491
2013	345942.645
2014	345923.1669
2015	345899.6579
2016	345878.4753
2017	345854.782
2018	345833.4531
2019	345816.4887
2020	345791.3711
2021	345771.2344
2022	345745.4539
2023	345713.8094
2024	345699.5336
2025	345670.2299
2026	345643.7736
2027	345621.6103
2028	345605.5956
2029	345571.9984
2030	345543.4684
2031	345525.6227
2032	345495.5163
2033	345475.0845
2034	345454.3577
2035	345428.0959
2036	345403.2434
2037	345373.0239
2038	345344.476
2039	345318.6261
2040	345294.156
2041	345273.0541
2042	345245.0934
2043	345190.2684
2044	345168.5572
2045	345148.6916
2046	345121.4916
2047	345104.234
2048	345083.5427
2049	345071.5673
2050	345039.9169
2051	344981.245
2052	344951.5471
2053	344931.5198
2054	344912.3881
2055	344886.113
2056	344871.7023
2057	344827.7403
2058	344805.6679
2059	344768.6112
2060	344741.7099
2061	344719.9181
2062	344708.1915
2063	344678.5768
2064	344651.2073
2065	344614.5871
2066	344588.8677
2067	344563.0252
2068	344542.9061
2069	344519.2635
2070	344462.0153
2071	344451.9831
2072	344428.1932
2073	344401.6214
2074	344344.1537
2075	344324.3438
2076	344296.3176
2077	344277.72
2078	344247.0875
2079	344218.6583
2080	344191.4216
2081	344174.7976
2082	344151.4463
2083	344124.3672
2084	344100.131
2085	344080.7405
2086	344058.8022
2087	344030.0062
2088	344008.308
2089	343986.9773
2090	343973.1288
2091	343944.5883
2092	343923.4459
2093	343895.7433
2094	343868.6307
2095	343858.1404
2096	343836.0296
2097	343816.8767
2098	343793.2683
2099	343778.654
2100	343757.5132
2101	343722.7463
2102	343699.0548
2103	343668.0442
2104	343648.2503
2105	343634.9313
2106	343612.4932
2107	343586.6765
2108	343559.4466
2109	343506.6758
2110	343492.069
2111	343464.9586
2112	343436.6051
2113	343410.2116
2114	343376.4221
2115	343348.4223
2116	343324.0243
2117	343302.577
2118	343284.6137
2119	343261.6342
2120	343247.539
2121	343222.1055
2122	343204.3875
2123	343194.6521
2124	343173.014
2125	343142.8402
2126	343115.3196
2127	343059.4209
2128	343033.1661
2129	343013.4011
2130	342990.6538
2131	342962.7005
2132	342934.0894
2133	342919.6457
2134	342886.8349
2135	342863.0706
2136	342833.004
2137	342812.0526
2138	342785.4825
2139	342761.9249
2140	342745.4391
2141	342723.8271
2142	342701.2451
2143	342679.3563
2144	342623.2807
2145	342612.8155
2146	342594.9223
2147	342536.8545
2148	342479.351
2149	342439.9962
2150	342428.6798
2151	342402.3951
2152	342384.2454
2153	342353.48
2154	342297.0302
2155	342271.5359
2156	342247.7897
2157	342221.5094
2158	342193.6967
2159	342175.4535
2160	342157.6603
2161	342131.3013
2162	342113.9153
2163	342091.9104
2164	342069.9568
2165	342047.6106
2166	342028.3336
2167	342007.0961
2168	341978.2806
2169	341960.3752
2170	341941.7446
2171	341924.1907
2172	341907.802
2173	341884.5892
2174	341861.9852
2175	341844.3346
2176	341818.3786
2177	341800.0293
2178	341784.3057
2179	341767.2049
2180	341743.6642
2181	341720.3456
2182	341696.9906
2183	341652.5144
2184	341634.7696
2185	341608.6549
2186	341589.7328
2187	341572.3717
2188	341555.9729
2189	341536.6289
2190	341519.1935
2191	341502.2215
2192	341469.8126
2193	341440.0562
2194	341411.8331
2195	341394.2581
2196	341384.3742
2197	341368.935
2198	341333.9215
2199	341308.4067
2200	341283.4949
2201	341258.2479
2202	341232.7186
2203	341211.8408
2204	341190.803
2205	341168.6608
2206	341151.5707
2207	341129.9439
2208	341120.8296
2209	341092.747
2210	341061.0955
2211	341033.9612
2212	341018.1024
2213	340985.6938
2214	340960.4888
2215	340937.0845
2216	340921.138
2217	340895.3963
2218	340873.8909
2219	340843.004
2220	340822.3577
2221	340781.6658
2222	340758.7679
2223	340744.3036
2224	340715.967
2225	340695.3956
2226	340673.7012
2227	340647.6167
2228	340621.987
2229	340604.9823
2230	340586.4186
2231	340567.3381
2232	340547.2379
2233	340530.6478
2234	340504.4162
2235	340477.6626
2236	340451.4979
2237	340428.4121
2238	340374.2312
2239	340348.8383
2240	340330.0415
2241	340306.0556
2242	340283.2852
2243	340260.7443
2244	340207.7187
2245	340196.8293
2246	340181.0227
2247	340155.4026
2248	340131.2086
2249	340110.8898
2250	340093.5
2251	340068.7279
2252	340046.009
2253	340018.8934
2254	340000.3806
2255	339969.9592
2256	339933.2879
2257	339915.8249
2258	339898.8247
2259	339880.962
2260	339852.5879
2261	339833.6812
2262	339811.1701
2263	339789.2887
2264	339755.3137
2265	339741.4377
2266	339724.5057
2267	339694.9296
2268	339674.5538
2269	339652.0745
2270	339632.3478
2271	339609.9526
2272	339583.4616
2273	339552.0729
2274	339536.5544
2275	339510.4624
2276	339488.4666
2277	339463.39
2278	339445.5775
2279	339411.6207
2280	339396.7561
2281	339383.7365
2282	339360.719
2283	339351.2606
2284	339319.5847
2285	339295.1757
2286	339268.4196
2287	339250.0688
2288	339230.9417
2289	339202.5783
2290	339194.4264
2291	339170.7697
2292	339137.6125
2293	339084.9074
2294	339055.8064
2295	339032.7848
2296	339010.1489
2297	338992.13
2298	338967.4649
2299	338937.6422
2300	338910.177
2301	338891.9605
2302	338847.4094
2303	338823.3744
2304	338806.5549
2305	338793.8521
2306	338776.9224
2307	338753.5087
2308	338732.7557
2309	338720.6089
2310	338676.89
2311	338662.0999
2312	338642.3137
2313	338611.6345
2314	338576.6603
2315	338548.4439
2316	338526.3243
2317	338507.138
2318	338460.4347
2319	338437.7747
2320	338423.4491
2321	338392.892
2322	338364.2145
2323	338345.9114
2324	338324.1879
2325	338303.6685
2326	338283.1947
2327	338264.6626
2328	338240.0589
2329	338207.2836
2330	338197.7509
2331	338175.1299
2332	338147.3257
2333	338124.391
2334	338104.182
2335	338081.2837
2336	338063.0853
2337	338008.9547
2338	337984.6497
2339	337964.59
2340	337943.8129
2341	337922.7375
2342	337906.6258
2343	337886.8001
2344	337861.4059
2345	337833.9221
2346	337815.4972
2347	337793.5862
2348	337771.4698
2349	337743.5795
2350	337727.4821
2351	337709.2409
2352	337684.7846
2353	337631.2666
2354	337621.7045
2355	337598.8496
2356	337585.7651
2357	337564.0938
2358	337513.787
2359	337497.4109
2360	337474.5796
2361	337459.3301
2362	337439.3175
2363	337399.2728
2364	337376.198
2365	337348.6661
2366	337332.5925
2367	337303.3907
2368	337276.2271
2369	337254.6216
2370	337243.5901
2371	337218.9875
2372	337197.8262
2373	337171.599
2374	337152.3723
2375	337132.2961
2376	337100.3588
2377	337070.9421
2378	337053.7913
2379	337038.0526
2380	336988.9258
2381	336976.5584
2382	336954.8598
2383	336933.5117
2384	336913.6206
2385	336896.1273
2386	336876.4633
2387	336854.6131
2388	336825.9835
2389	336804.4344
2390	336778.133
2391	336764.8125
2392	336734.6193
2393	336699.7066
2394	336669.3948
2395	336643.9051
2396	336625.6245
2397	336605.6968
2398	336590.6048
2399	336575.5188
2400	336559.0116
2401	336539.444
2402	336521.4511
2403	336476.7418
2404	336451.7622
2405	336437.7592
2406	336426.4324
2407	336361.5451
2408	336343.6517
2409	336330.1631
2410	336307.4843
2411	336290.9516
2412	336259.7718
2413	336217.4692
2414	336202.0364
2415	336188.6644
2416	336174.3369
2417	336153.9803
2418	336136.3359
2419	336110.3278
2420	336090.6224
2421	336075.902
2422	336056.4705
2423	336039.6546
2424	336018.3058
2425	335999.7191
2426	335965.6537
2427	335949.5383
2428	335933.5294
2429	335921.0207
2430	335903.9211
2431	335876.4177
2432	335862.8808
2433	335839.3459
2434	335817.6709
2435	335809.3106
2436	335789.9953
2437	335769.5118
2438	335753.9367
2439	335732.3753
2440	335707.0865
2441	335686.7975
2442	335659.34
2443	335637.3624
2444	335628.5766
2445	335571.2744
2446	335524.1874
2447	335498.51
2448	335475.0022
2449	335461.5562
2450	335442.2086
2451	335423.0415
2452	335402.2806
2453	335381.1341
2454	335331.4417
2455	335316.1877
2456	335273.474
2457	335253.6694
2458	335224.1476
2459	335205.1984
2460	335189.6809
2461	335171.8522
2462	335156.3265
2463	335133.1148
2464	335105.8922
2465	335080.4952
2466	335064.1545
2467	335039.5044
2468	335025.1342
2469	335001.6983
2470	334986.8102
2471	334941.6446
2472	334929.0094
2473	334912.7332
2474	334890.0922
2475	334871.0945
2476	334843.9546
2477	334798.0243
2478	334786.309
2479	334770.2392
2480	334755.1913
2481	334735.576
2482	334720.4355
2483	334707.5904
2484	334688.373
2485	334668.4055
2486	334640.812
2487	334625.0423
2488	334602.4861
2489	334593.6468
2490	334551.5103
2491	334532.0977
2492	334508.1099
2493	334489.1399
2494	334474.7941
2495	334452.8853
2496	334444.7574
2497	334427.1427
2498	334415.93
2499	334403.3164
2500	334379.7452
2501	334356.5755
2502	334329.2106
2503	334305.9712
2504	334290.0073
2505	334244.8792
2506	334224.5646
2507	334180.4901
2508	334160.5239
2509	334147.9725
2510	334097.6682
2511	334086.2468
2512	334067.1197
2513	334041.321
2514	334028.249
2515	333967.7545
2516	333947.7497
2517	333939.5616
2518	333926.6893
2519	333914.4938
2520	333893.359
2521	333874.9754
2522	333861.4888
2523	333838.6551
2524	333820.1178
2525	333803.8209
2526	333790.4702
2527	333776.4565
2528	333756.7807
2529	333738.0454
2530	333721.7311
2531	333707.692
2532	333684.2235
2533	333641.0286
2534	333632.8761
2535	333617.9679
2536	333602.4322
2537	333572.0433
2538	333560.5631
2539	333526.634
2540	333500.9711
2541	333488.8845
2542	333472.0839
2543	333454.9528
2544	333441.4579
2545	333416.2726
2546	333401.0226
2547	333381.5272
2548	333332.6448
2549	333315.5418
2550	333283.3652
2551	333267.2313
2552	333241.4183
2553	333222.8887
2554	333202.7525
2555	333169.8503
2556	333145.3561
2557	333125.7889
2558	333105.5274
2559	333086.0738
2560	333076.5018
2561	333057.7236
2562	333042.7368
2563	333026.1294
2564	333010.1852
2565	332995.7794
2566	332976.6552
2567	332960.8747
2568	332934.3337
2569	332914.1248
2570	332895.8286
2571	332875.516
2572	332854.4085
2573	332839.0933
2574	332826.3256
2575	332810.5855
2576	332785.7259
2577	332764.6475
2578	332742.2123
2579	332711.0169
2580	332691.6168
2581	332677.8396
2582	332655.4453
2583	332643.8908
2584	332632.2899
2585	332609.627
2586	332597.263
2587	332577.7988
2588	332559.7185
2589	332539.1719
2590	332521.2982
2591	332502.5469
2592	332486.8919
2593	332461.1416
2594	332440.6222
2595	332420.5194
2596	332394.5794
2597	332378.2158
2598	332365.9159
2599	332342.4814
2600	332319.2326
2601	332303.2503
2602	332292.8091
2603	332275.1668
2604	332262.6515
2605	332248.9578
2606	332210.0719
2607	332179.8484
2608	332153.128
2609	332128.307
2610	332109.6106
2611	332098.6682
2612	332087.6341
2613	332067.9683
2614	332054.0073
2615	332035.426
2616	331975.3892
2617	331944.7355
2618	331923.7458
2619	331906.128
2620	331886.3498
2621	331863.6526
2622	331840.7685
2623	331829.9737
2624	331808.6003
2625	331791.4152
2626	331775.9135
2627	331764.2936
2628	331745.1771
2629	331695.0345
2630	331655.3987
2631	331631.8385
2632	331616.8751
2633	331597.4495
2634	331575.5354
2635	331553.5435
2636	331542.0445
2637	331518.7057
2638	331503.6861
2639	331478.1476
2640	331448.3046
2641	331440.6164
2642	331429.3233
2643	331417.8794
2644	331406.3822
2645	331397.3925
2646	331382.0808
2647	331371.6233
2648	331333.8336
2649	331313.2825
2650	331288.9287
2651	331270.6072
2652	331249.3839
2653	331235.297
2654	331216.1654
2655	331206.3919
2656	331190.3842
2657	331164.6556
2658	331146.7864
2659	331125.5169
2660	331102.6445
2661	331065.6475
2662	331043.3324
2663	330984.6038
2664	330970.5887
2665	330956.6335
2666	330934.6304
2667	330889.1524
2668	330871.3699
2669	330859.3672
2670	330826.1304
2671	330790.491
2672	330776.2563
2673	330760.0664
2674	330745.059
2675	330727.1534
2676	330709.1582
2677	330694.6823
2678	330676.0536
2679	330658.5375
2680	330637.0832
2681	330618.7336
2682	330595.4285
2683	330584.7427
2684	330573.5787
2685	330565.8539
2686	330544.9883
2687	330521.1512
2688	330492.567
2689	330471.0718
2690	330426.3068
2691	330410.6866
2692	330392.5862
2693	330377.178
2694	330363.6192
2695	330350.6879
2696	330333.2123
2697	330316.2694
2698	330292.2323
2699	330266.1329
2700	330230.4956
2701	330207.4205
2702	330167.77
2703	330146.9202
2704	330133.6518
2705	330119.4958
2706	330101.1316
2707	330060.7307
2708	330041.2438
2709	330025.9074
2710	330011.9254
2711	329973.942
2712	329958.6901
2713	329950.1833
2714	329933.3388
2715	329926.2874
2716	329896.71
2717	329875.9802
2718	329849.2918
2719	329825.3153
2720	329797.2646
2721	329787.5736
2722	329779.9886
2723	329767.0878
2724	329748.9329
2725	329692.1399
2726	329675.0577
2727	329645.8403
2728	329627.398
2729	329609.907
2730	329585.7206
2731	329556.3711
2732	329546.5125
2733	329525.1817
2734	329505.4797
2735	329491.6687
2736	329473.1713
2737	329446.1408
2738	329427.7034
2739	329404.9974
2740	329382.8922
2741	329374.3746
2742	329348.4311
2743	329336.6512
2744	329323.3582
2745	329310.7512
2746	329276.4809
2747	329250.9792
2748	329244.9665
2749	329226.1125
2750	329204.3454
2751	329181.2776
2752	329168.1132
2753	329150.1251
2754	329129.9747
2755	329108.8052
2756	329094.1496
2757	329080.3633
2758	329067.0446
2759	329030.6995
2760	329008.2786
2761	328998.7677
2762	328981.4497
2763	328953.8702
2764	328936.4254
2765	328921.622
2766	328913.0488
2767	328888.1651
2768	328865.6835
2769	328852.017
2770	328828.2935
2771	328809.5617
2772	328788.5962
2773	328776.4303
2774	328756.1388
2775	328739.5461
2776	328720.8867
2777	328703.8098
2778	328683.7026
2779	328668.8172
2780	328641.7676
2781	328627.4347
2782	328616.5012
2783	328606.3678
2784	328593.1395
2785	328568.5134
2786	328533.4702
2787	328512.9776
2788	328494.9843
2789	328475.6942
2790	328465.1867
2791	328447.6795
2792	328429.598
2793	328414.9689
2794	328395.3158
2795	328377.3892
2796	328360.6185
2797	328337.5675
2798	328323.4052
2799	328298.8641
2800	328285.1622
2801	328268.2368
2802	328224.8517
2803	328206.8926
2804	328190.2886
2805	328172.9311
2806	328161.536
2807	328145.4563
2808	328124.3424
2809	328110.2567
2810	328093.5496
2811	328078.2172
2812	328065.8526
2813	328050.9267
2814	328043.422
2815	328025.205
2816	328007.2064
2817	327986.9276
2818	327973.9544
2819	327918.3781
2820	327899.9722
2821	327880.6717
2822	327856.7147
2823	327838.6745
2824	327827.7658
2825	327802.4321
2826	327774.3868
2827	327765.4114
2828	327747.495
2829	327732.4461
2830	327712.2385
2831	327693.8251
2832	327679.1448
2833	327665.4618
2834	327644.7166
2835	327625.3772
2836	327598.2931
2837	327544.0338
2838	327524.3011
2839	327511.5101
2840	327487.6389
2841	327471.4841
2842	327453.7718
2843	327443.651
2844	327423.2281
2845	327409.9548
2846	327391.6313
2847	327363.4942
2848	327345.7433
2849	327323.9599
2850	327308.7387
2851	327294.1758
2852	327270.4111
2853	327244.2749
2854	327237.6107
2855	327215.2921
2856	327199.3957
2857	327188.7146
2858	327162.0942
2859	327138.6059
2860	327118.0222
2861	327099.8603
2862	327086.979
2863	327065.7692
2864	327047.8956
2865	327025.7091
2866	327014.2995
2867	326998.2246
2868	326988.9447
2869	326968.9345
2870	326943.9633
2871	326931.7034
2872	326911.8225
2873	326898.2095
2874	326877.6865
2875	326862.6244
2876	326846.224
2877	326839.2978
2878	326786.1174
2879	326768.001
2880	326748.3773
2881	326734.9025
2882	326724.1541
2883	326688.6178
2884	326653.9455
2885	326631.9902
2886	326604.7377
2887	326588.2014
2888	326572.699
2889	326559.3704
2890	326543.6677
2891	326522.3035
2892	326504.3428
2893	326482.8328
2894	326471.873
2895	326455.4014
2896	326443.5821
2897	326428.3775
2898	326409.079
2899	326357.4314
2900	326340.7399
2901	326325.096
2902	326293.045
2903	326268.0881
2904	326258.3481
2905	326232.8003
2906	326199.2727
2907	326183.0648
2908	326167.0164
2909	326149.0165
2910	326129.1056
2911	326113.3036
2912	326099.2659
2913	326093.0301
2914	326068.984
2915	326044.0785
2916	326023.4278
2917	326006.9648
2918	325987.3217
2919	325969.7035
2920	325953.375
2921	325938.6231
2922	325916.0188
2923	325894.1049
2924	325885.2461
2925	325862.9796
2926	325841.4206
2927	325826.0775
2928	325810.6382
2929	325792.5107
2930	325775.4076
2931	325762.5832
2932	325736.3453
2933	325704.9988
2934	325689.1515
2935	325668.8118
2936	325651.3947
2937	325637.8044
2938	325620.0618
2939	325593.0902
2940	325577.7925
2941	325557.9839
2942	325542.1439
2943	325533.2168
2944	325512.7721
2945	325500.477
2946	325489.4823
2947	325475.5907
2948	325443.5349
2949	325426.7244
2950	325411.2034
2951	325392.1732
2952	325380.0558
2953	325367.8817
2954	325334.4338
2955	325310.3006
2956	325296.5786
2957	325279.8048
2958	325264.7809
2959	325243.5132
2960	325231.0446
2961	325221.0351
2962	325201.7586
2963	325182.7016
2964	325174.1028
2965	325150.9544
2966	325134.5561
2967	325118.7739
2968	325086.1096
2969	325066.8634
2970	325051.3528
2971	325036.0091
2972	325023.8606
2973	325001.3524
2974	324983.979
2975	324973.5298
2976	324958.8918
2977	324946.3065
2978	324927.2578
2979	324915.5842
2980	324897.9844
2981	324885.341
2982	324865.4056
2983	324841.5104
2984	324822.884
2985	324800.6014
2986	324781.4391
2987	324765.2359
2988	324749.2087
2989	324732.8109
2990	324725.4713
2991	324709.8287
2992	324695.914
2993	324681.9234
2994	324666.4409
2995	324651.2609
2996	324631.8224
2997	324616.189
2998	324605.4645
2999	324586.9512
3000	324574.5955
3001	324549.9276
3002	324536.3643
3003	324524.1159
3004	324509.3727
3005	324495.1786
3006	324474.1429
3007	324467.6873
3008	324443.6213
3009	324413.5687
3010	324396.3025
3011	324380.5125
3012	324365.3689
3013	324349.0561
3014	324329.8977
3015	324323.372
3016	324312.5111
3017	324296.4054
3018	324284.5952
3019	324268.4791
3020	324258.745
3021	324240.6511
3022	324230.4698
3023	324208.6684
3024	324184.9896
3025	324156.1822
3026	324143.8829
3027	324126.5803
3028	324103.0221
3029	324088.671
3030	324063.0544
3031	324044.2073
3032	324023.2781
3033	324004.7675
3034	323997.2467
3035	323984.3741
3036	323968.8601
3037	323954.4943
3038	323934.2363
3039	323914.9919
3040	323901.7677
3041	323886.9403
3042	323871.5429
3043	323855.7473
3044	323829.1571
3045	323819.1082
3046	323796.7432
3047	323776.4983
3048	323762.9745
3049	323749.7247
3050	323733.738
3051	323717.4429
3052	323701.9861
3053	323695.2857
3054	323676.3303
3055	323660.0475
3056	323643.6651
3057	323626.8186
3058	323610.3452
3059	323595.5962
3060	323585.8615
3061	323571.5723
3062	323561.1498
3063	323551.1586
3064	323545.4067
3065	323525.9741
3066	323511.5234
3067	323499.6335
3068	323489.3148
3069	323465.9497
3070	323452.9765
3071	323436.4687
3072	323417.0945
3073	323401.9825
3074	323390.5643
3075	323371.5764
3076	323339.3933
3077	323329.4205
3078	323278.5454
3079	323258.3428
3080	323242.4679
3081	323228.8561
3082	323217.4166
3083	323202.2581
3084	323179.8719
3085	323167.7728
3086	323143.1917
3087	323131.698
3088	323112.4722
3089	323095.3823
3090	323070.3008
3091	323060.5865
3092	323045.301
3093	323023.1983
3094	323002.6592
3095	322988.1584
3096	322964.9652
3097	322941.7474
3098	322926.1309
3099	322912.4908
3100	322890.1022
3101	322866.0421
3102	322855.405
3103	322842.8517
3104	322827.7521
3105	322805.0108
3106	322795.733
3107	322780.362
3108	322764.8236
3109	322715.0058
3110	322688.5311
3111	322677.9034
3112	322658.0431
3113	322640.2687
3114	322626.368
3115	322611.457
3116	322593.2169
3117	322576.1611
3118	322567.5309
3119	322554.0887
3120	322540.8477
3121	322522.2298
3122	322509.1896
3123	322498.9466
3124	322479.3008
3125	322463.1347
3126	322447.6846
3127	322422.5776
3128	322412.4816
3129	322392.1664
3130	322368.894
3131	322360.8373
3132	322346.1267
3133	322320.0666
3134	322305.1674
3135	322299.6444
3136	322287.0097
3137	322270.8553
3138	322253.1001
3139	322239.4685
3140	322227.1801
3141	322212.4635
3142	322193.7655
3143	322154.3514
3144	322144.3024
3145	322123.6789
3146	322102.9866
3147	322086.7646
3148	322073.485
3149	322058.9828
3150	322043.1787
3151	322028.464
3152	322011.4686
3153	321982.1887
3154	321961.91
3155	321945.4765
3156	321930.5443
3157	321919.6781
3158	321899.85
3159	321885.4598
3160	321871.7148
3161	321851.9843
3162	321836.1038
3163	321816.6657
3164	321800.4533
3165	321785.4257
3166	321766.2423
3167	321756.5158
3168	321736.3951
3169	321717.2458
3170	321700.7718
3171	321685.8261
3172	321674.7507
3173	321661.2315
3174	321650.4624
3175	321631.8489
3176	321614.7105
3177	321598.3946
3178	321585.3702
3179	321573.562
3180	321558.8974
3181	321542.2644
3182	321531.4553
3183	321513.2092
3184	321502.5057
3185	321492.7225
3186	321474.1437
3187	321458.2741
3188	321447.7665
3189	321432.0375
3190	321414.1005
3191	321399.2772
3192	321389.1751
3193	321366.2743
3194	321346.5714
3195	321328.3695
3196	321319.9086
3197	321310.4254
3198	321285.7148
3199	321262.7317
3200	321245.3906
3201	321236.2332
3202	321221.9224
3203	321178.9948
3204	321164.6018
3205	321153.2323
3206	321140.8773
3207	321122.4579
3208	321102.6109
3209	321091.681
3210	321076.7485
3211	321066.5205
3212	321053.9703
3213	321044.0099
3214	321027.4311
3215	321014.639
3216	320990.6644
3217	320976.4861
3218	320960.3646
3219	320934.3309
3220	320918.6152
3221	320902.6695
3222	320887.4773
3223	320864.3933
3224	320846.7399
3225	320831.7361
3226	320825.0637
3227	320806.3605
3228	320792.5942
3229	320774.2569
3230	320761.6596
3231	320748.6983
3232	320736.2732
3233	320724.3616
3234	320714.5538
3235	320671.3991
3236	320651.3819
3237	320631.6745
3238	320616.9872
3239	320596.8878
3240	320588.2904
3241	320569.6544
3242	320554.9598
3243	320532.244
3244	320517.7662
3245	320501.9921
3246	320490.5715
3247	320474.9522
3248	320450.2953
3249	320439.6779
3250	320431.5472
3251	320418.1699
