iter	RMSE
274	457153.4366
275	456980.3307
276	456797.9923
277	456547.1235
278	456308.8037
279	456113.4239
280	455909.9833
281	455780.3524
282	455455.5116
283	455263.6984
284	454952.6116
285	454716.4652
286	454515.8647
287	454260.2193
288	454062.2722
289	453840.7743
290	453614.1389
291	453408.2467
292	453220.0061
293	453013.5839
294	452804.6719
295	452620.4261
296	452352.4544
297	452167.3029
298	451961.597
299	451736.8749
300	451565.5168
301	451345.8405
302	451205.8055
303	451003.6881
304	450773.41
305	450602.8586
306	450441.8927
307	450233.2029
308	450083.6788
309	449919.1786
310	449738.1194
311	449587.761
312	449406.5463
313	449166.761
314	448752.5385
315	448342.5235
316	448124.4911
317	447916.1759
318	447626.4134
319	447459.0299
320	447324.8
321	447144.3864
322	446943.7438
323	446671.7193
324	446441.1105
325	446297.1878
326	446153.977
327	445978.1313
328	445749.8337
329	445587.8573
330	445414.2568
331	445268.3371
332	445079.4357
333	444922.5226
334	444662.5282
335	444492.7971
336	444333.5749
337	444231.4774
338	443998.8415
339	443801.2731
340	443694.6209
341	443525.6652
342	443342.6014
343	443175.5852
344	442993.0511
345	442804.3569
346	442628.1765
347	442451.3506
348	442273.6025
349	442129.5148
350	442001.111
351	441809.1906
352	441698.5262
353	441590.0437
354	441460.4073
355	441352.8786
356	441115.9264
357	440851.7344
358	440668.3186
359	440524.4984
360	440389.9123
361	440183.4634
362	439991.9514
363	439835.1567
364	439709.8345
365	439558.4788
366	439364.8141
367	439260.0816
368	439108.7969
369	438986.6364
370	438839.2708
371	438693.4576
372	438529.7767
373	438380.9495
374	438215.8978
375	438117.2613
376	438003.4276
377	437900.891
378	437747.9702
379	437587.7469
380	437415.8573
381	437283.2325
382	437173.7757
383	436983.4328
384	436825.1566
385	436718.3397
386	436545.4905
387	436440.6606
388	436100.2704
389	435960.4416
390	435787.656
391	435675.148
392	435540.9853
393	435391.9373
394	435294.0648
395	435098.9417
396	434962.8091
397	434790.1527
398	434687.2271
399	434520.7557
400	434407.75
401	434287.8768
402	434181.0957
403	434060.77
404	433914.9415
405	433717.9011
406	433537.2421
407	433361.8408
408	433240.362
409	433111.6637
410	432974.4918
411	432855.4696
412	432745.5739
413	432651.2011
414	432538.4111
415	432398.2655
416	432306.2155
417	432158.2023
418	432029.7195
419	431877.8219
420	431758.1413
421	431618.503
422	431448.7541
423	431291.6133
424	431184.7671
425	431087.698
426	430955.7174
427	430839.2618
428	430713.9084
429	430589.9428
430	430467.022
431	430370.4068
432	430245.1196
433	430108.0086
434	429961.9222
435	429849.4041
436	429731.0222
437	429605.0765
438	429493.9319
439	429392.7761
440	429285.7588
441	429205.8209
442	429009.3671
443	428905.2922
444	428777.092
445	428685.904
446	428559.8888
447	428423.185
448	428313.1131
449	428189.346
450	428114.0278
451	427969.3591
452	427879.9591
453	427758.2455
454	427651.8
455	427540.3977
456	427441.8969
457	427290.2253
458	427185.0696
459	427046.9981
460	426956.1323
461	426855.456
462	426764.0836
463	426675.9586
464	426521.6296
465	426354.8536
466	426268.155
467	426126.4075
468	426021.9339
469	425851.5548
470	425658.8097
471	425482.5075
472	425371.6424
473	425219.8835
474	425105.0462
475	424982.6087
476	424860.9259
477	424748.3717
478	424656.8383
479	424537.6988
480	424425.32
481	424352.0646
482	424219.6063
483	424046.9966
484	423939.0967
485	423815.9506
486	423708.2124
487	423523.6428
488	423401.6789
489	423317.8071
490	423214.6587
491	423081.0479
492	423009.5965
493	422901.5651
494	422816.3122
495	422694.061
496	422606.9012
497	422487.9585
498	422416.6023
499	422304.1274
500	422224.0074
501	422109.6272
502	422020.5967
503	421865.0493
504	421788.3836
505	421592.8883
506	421509.9833
507	421411.972
508	421327.4496
509	421214.6913
510	421130.4786
511	421014.4362
512	420877.7457
513	420786.3481
514	420623.5056
515	420524.2075
516	420419.1501
517	420298.5753
518	420162.2185
519	420090.7701
520	419963.1381
521	419877.0366
522	419789.417
523	419708.0565
524	419571.6847
525	419491.3265
526	419390.4284
527	419295.2202
528	419179.4256
529	419073.8669
530	418999.7527
531	418917.645
532	418840.7575
533	418767.932
534	418667.7094
535	418545.244
536	418441.8156
537	418338.4222
538	418226.7104
539	418045.6412
540	417964.9825
541	417861.7123
542	417766.8807
543	417647.443
544	417571.3523
545	417424.9338
546	417320.9668
547	417244.8202
548	417160.5879
549	417072.2908
550	416961.7252
551	416886.3249
552	416801.9958
553	416628.5298
554	416550.9671
555	416402.6722
556	416299.8022
557	416206.3659
558	416057.5263
559	415971.4179
560	415865.335
561	415723.3036
562	415617.0198
563	415502.4135
564	415392.1642
565	415304.3998
566	415223.7374
567	415126.5911
568	414950.0558
569	414830.8379
570	414751.8291
571	414654.7546
572	414585.6191
573	414507.9411
574	414418.0246
575	414321.0782
576	414236.6113
577	414149.8993
578	414027.1984
579	413926.079
580	413829.5932
581	413722.9404
582	413653.1874
583	413559.0762
584	413481.7408
585	413381.0442
586	413303.2273
587	413214.14
588	413136.3925
589	413056.2975
590	412981.4873
591	412911.9541
592	412818.9299
593	412754.5042
594	412694.0095
595	412608.5266
596	412526.9341
597	412465.2534
598	412402.6074
599	412319.6209
600	412150.1745
601	412064.7701
602	411992.7519
603	411896.2028
604	411830.763
605	411776.6192
606	411617.4034
607	411558.1741
608	411487.9833
609	411392.8602
610	411328.7985
611	411230.1984
612	411137.0805
613	411060.0082
614	410940.5859
615	410887.9528
616	410796.3841
617	410718.5561
618	410655.1812
619	410524.1049
620	410415.181
621	410324.9155
622	410227.8143
623	410160.4229
624	410071.8743
625	410006.7403
626	409914.7438
627	409846.9526
628	409772.0086
629	409705.5438
630	409616.0289
631	409529.5177
632	409463.3921
633	409367.081
634	409300.0027
635	409201.5264
636	409103.0364
637	409015.2649
638	408877.6448
639	408803.3774
640	408720.5197
641	408641.0904
642	408548.0563
643	408482.2929
644	408428.0167
645	408276.246
646	408199.8087
647	408093.2349
648	407995.9069
649	407895.0729
650	407795.8634
651	407736.3802
652	407660.0414
653	407588.7048
654	407502.8638
655	407428.9462
656	407363.9914
657	407298.8455
658	407241.189
659	407177.4111
660	407106.491
661	407040.3084
662	406983.509
663	406923.4144
664	406869.0891
665	406749.9225
666	406688.2535
667	406627.9153
668	406562.8501
669	406468.8504
670	406380.1802
671	406279.5427
672	406202.8451
673	406042.6
674	405959.2394
675	405897.5083
676	405812.3233
677	405723.3969
678	405574.9299
679	405523.5224
680	405441.7343
681	405379.0345
682	405298.7482
683	405214.8641
684	405135.5138
685	405066.5138
686	405010.3443
687	404908.3023
688	404857.4794
689	404705.5327
690	404557.5802
691	404475.3884
692	404420.4715
693	404342.4789
694	404239.1751
695	404170.7173
696	404093.6306
697	404021.4078
698	403927.5967
699	403751.4642
700	403650.0909
701	403570.1128
702	403469.6322
703	403364.2305
704	403245.3112
705	403198.7576
706	403111.1816
707	403040.0247
708	402967.3957
709	402876.2243
710	402826.8568
711	402692.9925
712	402642.6429
713	402576.7007
714	402534.2897
715	402464.5878
716	402412.5972
717	402311.7645
718	402241.1508
719	402167.9017
720	402107.2514
721	402057.8438
722	402011.8434
723	401945.3893
724	401880.0335
725	401820.5534
726	401772.8771
727	401704.6459
728	401636.2304
729	401570.3373
730	401477.4257
731	401411.5298
732	401332.3225
733	401269.6042
734	401216.3774
735	401146.6712
736	401079.6169
737	400970.9214
738	400876.6252
739	400782.4741
740	400724.9096
741	400669.3707
742	400610.6322
743	400462.9726
744	400400.1655
745	400334.5612
746	400253.5471
747	400177.3966
748	400140.9552
749	400089.7968
750	400030.9754
751	399978.9023
752	399907.4361
753	399823.0609
754	399718.3557
755	399670.9589
756	399581.3045
757	399523.6419
758	399450.916
759	399287.8702
760	399219.6204
761	399147.1248
762	399093.6169
763	399035.6745
764	398967.4552
765	398903.9764
766	398851.8657
767	398711.9555
768	398625.9567
769	398528.7603
770	398445.1047
771	398352.5466
772	398285.5405
773	398199.8644
774	398147.6126
775	398084.2132
776	398016.8549
777	397959.9015
778	397843.6147
779	397787.2501
780	397709.842
781	397661.8092
782	397554.8361
783	397388.492
784	397338.5494
785	397273.4883
786	397213.1959
787	397143.9489
788	397080.6618
789	396972.8043
790	396914.2958
791	396854.3303
792	396805.4897
793	396726.4633
794	396678.7658
795	396619.653
796	396582.6866
797	396542.8881
798	396493.3507
799	396436.3865
800	396381.2617
801	396312.1324
802	396272.2135
803	396171.6832
804	396045.9457
805	395981.0014
806	395908.0086
807	395858.5603
808	395801.1265
809	395742.876
810	395699.1687
811	395624.4942
812	395574.2799
813	395506.3965
814	395455.5922
815	395374.3378
816	395326.071
817	395269.2409
818	395224.1439
819	395153.0703
820	395070.685
821	395009.6877
822	394956.7893
823	394882.1129
824	394811.1526
825	394709.2526
826	394649.7849
827	394536.3547
828	394480.8315
829	394412.2744
830	394342.7235
831	394283.7952
832	394217.4198
833	394171.1628
834	394089.5616
835	394026.8209
836	393955.5779
837	393901.5916
838	393846.7974
839	393786.0677
840	393725.4038
841	393674.3307
842	393605.311
843	393548.9373
844	393487.5853
845	393420.5334
846	393312.6285
847	393267.533
848	393215.8647
849	393173.6681
850	393107.4975
851	393055.5213
852	393009.1936
853	392957.7285
854	392904.4071
855	392845.4052
856	392772.4942
857	392725.0004
858	392602.7597
859	392524.1891
860	392466.8382
861	392373.7451
862	392332.4776
863	392287.1094
864	392251.1887
865	392187.572
866	392140.4565
867	392065.5577
868	392027.0288
869	391987.2491
870	391856.6169
871	391778.3296
872	391714.2235
873	391602.5815
874	391496.4003
875	391454.4272
876	391391.0947
877	391333.3379
878	391299.192
879	391250.278
880	391207.001
881	391129.1928
882	391053.4986
883	391003.0163
884	390943.565
885	390884.7368
886	390831.8864
887	390768.6332
888	390709.6013
889	390645.1615
890	390588.0686
891	390531.4234
892	390484.4131
893	390396.4455
894	390356.1564
895	390314.0146
896	390251.9172
897	390207.3565
898	390171.4086
899	390131.7992
900	390081.2519
901	390012.8086
902	389869.9191
903	389810.7244
904	389728.2331
905	389667.6309
906	389612.3669
907	389572.2432
908	389528.7475
909	389481.1152
910	389443.6461
911	389323.2174
912	389270.338
913	389190.4437
914	389139.5803
915	389072.0261
916	389001.9453
917	388945.5486
918	388901.5065
919	388848.3652
920	388799.4376
921	388768.3582
922	388730.4633
923	388692.5483
924	388630.2656
925	388585.216
926	388541.9292
927	388480.786
928	388427.9861
929	388368.9867
930	388297.0073
931	388252.8515
932	388134.8069
933	388091.5987
934	388040.3781
935	387991.0038
936	387918.4131
937	387862.3078
938	387820.0546
939	387738.9748
940	387695.2206
941	387654.3392
942	387582.2891
943	387524.0998
944	387473.5669
945	387420.3899
946	387351.273
947	387316.7639
948	387249.8805
949	387119.4773
950	387065.4947
951	386982.533
952	386923.7013
953	386867.6051
954	386814.5662
955	386771.3977
956	386725.1381
957	386659.9938
958	386600.5064
959	386553.1238
960	386472.9031
961	386409.025
962	386365.6632
963	386303.8711
964	386252.5911
965	386194.6847
966	386157.7848
967	386021.6416
968	385979.216
969	385921.3086
970	385861.6946
971	385819.1248
972	385732.1832
973	385696.3266
974	385645.9122
975	385581.1527
976	385533.3893
977	385481.8701
978	385437.6511
979	385391.319
980	385334.174
981	385300.2734
982	385220.8781
983	385173.4619
984	385135.0077
985	385083.0542
986	385036.9054
987	384980.4575
988	384933.1641
989	384891.9624
990	384846.2024
991	384802.3495
992	384751.389
993	384696.2157
994	384640.2553
995	384593.4452
996	384552.4986
997	384446.4902
998	384347.0866
999	384282.553
1000	384232.9477
1001	384187.0952
1002	384118.9134
1003	384062.5552
1004	384019.3413
1005	383974.158
1006	383874.1977
1007	383797.4568
1008	383748.8578
1009	383693.8712
1010	383656.1228
1011	383606.1384
1012	383549.9974
1013	383506.2289
1014	383454.2917
1015	383416.8841
1016	383362.0551
1017	383317.6387
1018	383269.8179
1019	383219.2754
1020	383180.9952
1021	383084.3385
1022	383012.6478
1023	382973.0223
1024	382921.1248
1025	382815.451
1026	382748.0399
1027	382627.9572
1028	382587.3897
1029	382536.1894
1030	382482.0445
1031	382430.5491
1032	382333.9938
1033	382299.2546
1034	382249.1374
1035	382182.6251
1036	382144.6334
1037	382089.3511
1038	382043.4584
1039	382006.3262
1040	381957.8397
1041	381915.4972
1042	381861.1594
1043	381828.8604
1044	381801.1145
1045	381747.7371
1046	381701.2381
1047	381604.6087
1048	381557.6923
1049	381461.4438
1050	381359.0956
1051	381313.5954
1052	381270.3214
1053	381222.5026
1054	381179.1773
1055	381144.5399
1056	381101.5281
1057	381041.9079
1058	380996.6584
1059	380939.9749
1060	380890.8007
1061	380845.5713
1062	380796.8463
1063	380748.9588
1064	380705.8739
1065	380671.6717
1066	380613.224
1067	380570.2587
1068	380545.2107
1069	380493.5505
1070	380430.072
1071	380374.9348
1072	380320.9612
1073	380258.4892
1074	380160.6296
1075	380112.516
1076	380024.5986
1077	379974.2974
1078	379924.154
1079	379873.293
1080	379829.6874
1081	379774.433
1082	379741.6514
1083	379677.9929
1084	379559.5333
1085	379517.0063
1086	379480.3256
1087	379446.3469
1088	379408.4171
1089	379360.4579
1090	379322.6365
1091	379292.576
1092	379251.8971
1093	379202.0442
1094	379152.5392
1095	379106.5732
1096	379065.4125
1097	379018.3594
1098	378956.8367
1099	378916.2416
1100	378869.18
1101	378817.8625
1102	378776.6051
1103	378742.974
1104	378652.7483
1105	378620.5937
1106	378575.4581
1107	378524.4387
1108	378483.4255
1109	378447.4628
1110	378405.0275
1111	378356.4378
1112	378312.0846
1113	378278.4938
1114	378171.6237
1115	378133.6403
1116	378091.372
1117	378061.5739
1118	377951.3376
1119	377891.1338
1120	377847.642
1121	377797.6696
1122	377748.3547
1123	377710.0943
1124	377665.6314
1125	377625.1945
1126	377572.7342
1127	377505.6519
1128	377457.086
1129	377390.788
1130	377335.9854
1131	377282.7522
1132	377241.4869
1133	377194.9101
1134	377158.0552
1135	377068.354
1136	377029.1657
1137	376996.7274
1138	376948.2466
1139	376907.1511
1140	376874.604
1141	376764.1639
1142	376730.2182
1143	376677.6877
1144	376626.9153
1145	376588.9587
1146	376554.7754
1147	376512.6016
1148	376484.4363
1149	376439.7983
1150	376404.3921
1151	376366.3113
1152	376328.4861
1153	376294.2466
1154	376257.0795
1155	376167.8339
1156	376124.1023
1157	376083.2321
1158	376047.5076
1159	375996.5109
1160	375959.2182
1161	375911.1404
1162	375876.2943
1163	375840.8787
1164	375798.663
1165	375761.3867
1166	375704.2681
1167	375653.0353
1168	375615.9501
1169	375578.3048
1170	375539.065
1171	375470.0313
1172	375419.0491
1173	375365.0579
1174	375314.9697
1175	375283.3412
1176	375243.4649
1177	375204.6447
1178	375177.2139
1179	375113.7118
1180	375076.6351
1181	375024.4897
1182	374899.4434
1183	374846.2331
1184	374803.8929
1185	374758.1043
1186	374723.9623
1187	374687.9297
1188	374642.1775
1189	374593.0314
1190	374549.3481
1191	374500.8275
1192	374455.9099
1193	374399.6776
1194	374363.6742
1195	374332.397
1196	374297.2698
1197	374249.9584
1198	374205.1929
1199	374161.5517
1200	374114.0886
1201	374078.8496
1202	374033.9382
1203	373989.1326
1204	373934.1113
1205	373890.0227
1206	373851.2649
1207	373809.1322
1208	373766.5016
1209	373707.4317
1210	373663.5473
1211	373626.8806
1212	373583.0887
1213	373548.5029
1214	373501.1711
1215	373460.8291
1216	373417.5647
1217	373382.3742
1218	373341.2711
1219	373306.9529
1220	373273.7904
1221	373223.3206
1222	373179.2869
1223	373127.804
1224	373037.801
1225	372994.9701
1226	372960.7821
1227	372927.9116
1228	372897.8144
1229	372861.9542
1230	372822.17
1231	372791.6062
1232	372754.5542
1233	372714.4556
1234	372618.3845
1235	372499.1089
1236	372460.3846
1237	372421.0976
1238	372371.2166
1239	372335.7284
1240	372292.5578
1241	372257.7056
1242	372229.8131
1243	372201.0753
1244	372115.3477
1245	372067.1824
1246	371950.6816
1247	371898.8431
1248	371868.2556
1249	371828.3197
1250	371743.3883
1251	371666.0693
1252	371625.4998
1253	371588.4536
1254	371548.6279
1255	371514.8797
1256	371481.0953
1257	371443.7245
1258	371394.2081
1259	371356.5384
1260	371313.0296
1261	371269.5406
1262	371235.0083
1263	371188.7229
1264	371104.4817
1265	371056.9524
1266	371010.9654
1267	370985.7896
1268	370934.412
1269	370902.4951
1270	370865.0542
1271	370822.927
1272	370776.9573
1273	370736.6256
1274	370691.9667
1275	370651.6506
1276	370613.0255
1277	370577.3867
1278	370548.6926
1279	370503.1832
1280	370473.6093
1281	370444.2315
1282	370393.7023
1283	370346.4892
1284	370310.4215
1285	370275.6234
1286	370237.7237
1287	370187.4557
1288	370158.3018
1289	370129.667
1290	370083.0101
1291	370059.693
1292	370028.9244
1293	369982.6261
1294	369942.6619
1295	369905.4338
1296	369858.0225
1297	369831.2876
1298	369788.2626
1299	369755.7541
1300	369723.5671
1301	369642.5504
1302	369609.604
1303	369576.658
1304	369543.7619
1305	369522.2893
1306	369467.4081
1307	369432.6006
1308	369384.309
1309	369353.9195
1310	369325.5572
1311	369306.6465
1312	369218.6143
1313	369181.5071
1314	369133.8097
1315	369100.9739
1316	369049.4912
1317	369021.952
1318	368966.7072
1319	368929.1126
1320	368894.5932
1321	368854.6246
1322	368821.6525
1323	368785.7461
1324	368761.7678
1325	368709.4876
1326	368677.1793
1327	368635.1427
1328	368601.8903
1329	368570.2242
1330	368526.028
1331	368491.8759
1332	368439.4468
1333	368418.825
1334	368370.3054
1335	368328.0596
1336	368274.6753
1337	368163.1886
1338	368130.5056
1339	368089.812
1340	368045.0755
1341	368012.4688
1342	367976.7498
1343	367940.6973
1344	367909.5905
1345	367884.2372
1346	367854.5955
1347	367827.0269
1348	367794.7119
1349	367743.4362
1350	367712.5189
1351	367681.9349
1352	367644.9862
1353	367617.2857
1354	367582.1838
1355	367545.3771
1356	367495.612
1357	367459.3382
1358	367430.9539
1359	367394.8376
1360	367363.6143
1361	367337.157
1362	367311.2477
1363	367266.9705
1364	367224.3625
1365	367147.853
1366	367097.3245
1367	367046.43
1368	367002.7026
1369	366981.5487
1370	366929.7112
1371	366821.3124
1372	366795.1382
1373	366764.8735
1374	366733.4671
1375	366626.767
1376	366598.1528
1377	366576.1103
1378	366525.3165
1379	366479.4504
1380	366438.7255
1381	366404.4571
1382	366366.7279
1383	366336.3418
1384	366302.9951
1385	366282.0944
1386	366253.7536
1387	366222.8535
1388	366182.9981
1389	366131.2698
1390	366105.9781
1391	366074.854
1392	366040.6358
1393	366001.6494
1394	365897.4633
1395	365867.3308
1396	365835.1597
1397	365789.8044
1398	365735.1625
1399	365705.3966
1400	365670.7282
1401	365640.8694
1402	365611.7016
1403	365567.2372
1404	365536.4309
1405	365499.1373
1406	365468.4146
1407	365449.3372
1408	365411.3985
1409	365382.0383
1410	365342.2293
1411	365312.5495
1412	365264.6076
1413	365162.5718
1414	365130.2438
1415	365089.6283
1416	365041.7841
1417	365012.4431
1418	364987.4247
1419	364946.5803
1420	364899.2084
1421	364877.0288
1422	364846.7216
1423	364819.4152
1424	364776.3518
1425	364732.2509
1426	364657.6264
1427	364627.2128
1428	364581.939
1429	364553.5769
1430	364453.7051
1431	364374.8801
1432	364341.367
1433	364302.0407
1434	364268.7147
1435	364235.7798
1436	364201.0502
1437	364154.9496
1438	364108.7793
1439	364088.4941
1440	364063.1903
1441	364033.4188
1442	364004.5554
1443	363960.1225
1444	363925.7611
1445	363895.0568
1446	363866.9982
1447	363831.1593
1448	363801.545
1449	363779.3165
1450	363756.506
1451	363733.0089
1452	363679.1352
1453	363639.9208
1454	363590.1376
1455	363553.3294
1456	363525.7409
1457	363486.3817
1458	363457.7172
1459	363431.583
1460	363398.8228
1461	363367.3105
1462	363336.8587
1463	363303.8601
1464	363258.1109
1465	363230.2949
1466	363196.0854
1467	363158.0645
1468	363127.9099
1469	363099.0795
1470	363065.1718
1471	363037.0451
1472	363014.7144
1473	362998.4539
1474	362964.844
1475	362936.0045
1476	362900.7558
1477	362872.5827
1478	362845.6231
1479	362794.8382
1480	362696.2856
1481	362668.5722
1482	362634.1023
1483	362537.7017
1484	362511.1686
1485	362482.2815
1486	362453.8439
1487	362413.875
1488	362385.8152
1489	362359.3721
1490	362334.9536
1491	362309.8828
1492	362289.6223
1493	362264.5922
1494	362230.5973
1495	362202.5462
1496	362119.0792
1497	362092.4363
1498	362061.3592
1499	361992.5038
1500	361956.7658
1501	361929.4417
1502	361903.4941
1503	361871.8343
1504	361850.6204
1505	361823.0272
1506	361795.8209
1507	361766.282
1508	361726.9326
1509	361690.9403
1510	361609.6113
1511	361516.9029
1512	361452.5709
1513	361413.8581
1514	361354.058
1515	361325.5219
1516	361289.5788
1517	361258.5069
1518	361237.6332
1519	361209.9452
1520	361182.1839
1521	361156.7895
1522	361132.4265
1523	361104.974
1524	361015.9032
1525	360989.7507
1526	360951.2498
1527	360925.3115
1528	360878.8802
1529	360847.7589
1530	360826.6326
1531	360800.5112
1532	360767.8012
1533	360730.3412
1534	360693.4405
1535	360605.5329
1536	360572.397
1537	360532.0021
1538	360505.2313
1539	360473.7068
1540	360423.7013
1541	360391.1753
1542	360365.2567
1543	360335.0493
1544	360313.2542
1545	360286.0404
1546	360247.141
1547	360211.0738
1548	360178.9685
1549	360151.7551
1550	360125.1988
1551	360081.9008
1552	360048.1227
1553	360012.3411
1554	359986.3642
1555	359937.8997
1556	359875.3054
1557	359843.1929
1558	359822.504
1559	359784.5096
1560	359748.2345
1561	359727.4024
1562	359651.2622
1563	359624.0166
1564	359601.0471
1565	359557.1635
1566	359542.2162
1567	359517.1303
1568	359487.5028
1569	359465.8633
1570	359394.136
1571	359367.4025
1572	359322.1091
1573	359249.1256
1574	359220.1108
1575	359176.3817
1576	359148.2619
1577	359088.619
1578	359066.5858
1579	359039.4752
1580	359011.1869
1581	358984.5781
1582	358972.2822
1583	358950.1829
1584	358919.8885
1585	358884.8297
1586	358861.4257
1587	358825.8671
1588	358778.738
1589	358752.1864
1590	358715.7893
1591	358694.7617
1592	358660.0997
1593	358637.3948
1594	358613.8946
1595	358587.9471
1596	358550.2442
1597	358535.1643
1598	358506.9992
1599	358480.8905
1600	358462.8953
1601	358420.6901
1602	358397.0674
1603	358330.2864
1604	358302.4706
1605	358263.2027
1606	358234.3521
1607	358212.9406
1608	358187.2645
1609	358146.8762
1610	358112.6342
1611	358081.9918
1612	358066.4969
1613	358038.3604
1614	357997.5016
1615	357971.7223
1616	357944.2643
1617	357904.9413
1618	357879.8567
1619	357850.8513
1620	357826.1396
1621	357790.6714
1622	357751.4085
1623	357713.5579
1624	357690.8324
1625	357664.9777
1626	357630.8763
1627	357617.1849
1628	357567.9082
1629	357542.3781
1630	357517.1581
1631	357489.2942
1632	357450.8071
1633	357420.4006
1634	357391.3139
1635	357367.0759
1636	357332.5168
1637	357320.9429
1638	357298.0412
1639	357251.6577
1640	357227.7695
1641	357169.9409
1642	357149.6388
1643	357127.3234
1644	357105.1163
1645	357082.7101
1646	357042.3656
1647	357008.3177
1648	356974.2623
1649	356941.7984
1650	356917.0194
1651	356874.3007
1652	356848.3524
1653	356822.2401
1654	356780.7519
1655	356758.8641
1656	356731.0876
1657	356701.618
1658	356666.7249
1659	356581.178
1660	356566.8634
1661	356513.5708
1662	356499.4128
1663	356470.8031
1664	356444.505
1665	356418.0191
1666	356377.587
1667	356354.8302
1668	356330.6683
1669	356247.7941
1670	356220.5957
1671	356202.5666
1672	356179.9509
1673	356132.7891
1674	356102.4841
1675	356078.9816
1676	356044.3123
1677	356025.1477
1678	355995.7405
1679	355972.1413
1680	355949.2016
