Semana;Tienda;Tipo mat;Grupo articulos;Sexo;Age Group;Entradas Tienda;Venta U;Venta Bruta $;Costo Neto $;Stock
W05;49-Plaza Oeste III;ZFOO;AD;Female;Pre School + Grade School;5887;6;260940;131605;20
W05;49-Plaza Oeste III;ZFOO;AD;Female;Toddler;5887;5;176950;89251;70
W05;49-Plaza Oeste III;ZFOO;AD;Male;Adult;5887;40;2520710;1255902;564
W05;49-Plaza Oeste III;ZFOO;AD;Male;Grade School;5887;3;134970;60503;3
W05;49-Plaza Oeste III;ZFOO;AD;Male;Pre School;5887;2;82980;42355;7
W05;49-Plaza Oeste III;ZFOO;AD;Male;Pre School + Grade School;5887;38;1741380;865653;176
W05;49-Plaza Oeste III;ZFOO;AD;Male;Toddler;5887;3;103960;51941;124
W05;49-Plaza Oeste III;ZFOO;BM;Female;Grade School;5887;1;17990;6761;11
W05;49-Plaza Oeste III;ZFOO;BM;Male;Adult;5887;3;59970;21525;20
W05;49-Plaza Oeste III;ZFOO;BM;Male;Grade School;5887;2;35980;13522;7
W05;49-Plaza Oeste III;ZFOO;CV;Female;Grade School;5887;3;175970;78432;44
W05;49-Plaza Oeste III;ZFOO;CV;Male;Adult;5887;7;357190;164884;158
W05;49-Plaza Oeste III;ZFOO;CV;Male;Grade School;5887;1;48990;23618;13
W05;49-Plaza Oeste III;ZFOO;CV;Male;Pre School;5887;1;46990;20944;13
W05;49-Plaza Oeste III;ZFOO;CV;Male;Toddler;5887;4;153960;71297;18
W05;49-Plaza Oeste III;ZFOO;LT;Female;Grade School;5887;3;94970;40160;32
W05;49-Plaza Oeste III;ZFOO;LT;Male;Adult;5887;8;255920;108218;39
W05;49-Plaza Oeste III;ZFOO;LT;Male;Grade School;5887;6;173940;69466;25
W05;49-Plaza Oeste III;ZFOO;LT;Male;Pre School;5887;2;55980;23670;17
W05;49-Plaza Oeste III;ZFOO;NI;Female;Adult;5887;14;1161530;588148;334
W05;49-Plaza Oeste III;ZFOO;NI;Female;Toddler;5887;5;184950;88579;95
W05;49-Plaza Oeste III;ZFOO;NI;Male;Adult;5887;42;3202860;1463414;403
W05;49-Plaza Oeste III;ZFOO;NI;Male;Grade School;5887;40;2239610;1034289;190
W05;49-Plaza Oeste III;ZFOO;NI;Male;Pre School;5887;24;1114760;500653;100
W05;49-Plaza Oeste III;ZFOO;NI;Male;Pre School + Grade School;5887;-1;-39990;-18551;4
W05;49-Plaza Oeste III;ZFOO;NI;Male;Toddler;5887;11;421050;191073;81
W05;49-Plaza Oeste III;ZFOO;PM;Female;Adult;5887;21;1066690;479878;189
W05;49-Plaza Oeste III;ZFOO;PM;Female;Grade School;5887;1;42990;18673;20
W05;49-Plaza Oeste III;ZFOO;PM;Female;Pre School;5887;2;62980;30058;14
W05;49-Plaza Oeste III;ZFOO;PM;Female;Toddler;5887;7;209930;95641;50
W05;49-Plaza Oeste III;ZFOO;PM;Male;Adult;5887;25;1330750;599842;347
W05;49-Plaza Oeste III;ZFOO;PM;Male;Grade School;5887;15;638850;284660;69
W05;49-Plaza Oeste III;ZFOO;PM;Male;Pre School;5887;10;339900;148659;117
W05;49-Plaza Oeste III;ZFOO;PM;Male;Toddler;5887;5;155950;72260;89
W05;49-Plaza Oeste III;ZFOO;PM;Unisex;Adult;5887;-1;-79990;-36440;11
W05;49-Plaza Oeste III;ZFOO;PM;Unisex;Grade School;5887;1;54990;25051;14
W05;49-Plaza Oeste III;ZFOO;PM;Unisex;Pre School;5887;4;135960;65583;20
W05;49-Plaza Oeste III;ZFOO;RB;Male;Adult;5887;2;99980;50428;132
W05;49-Plaza Oeste III;ZFOO;SC;Female;Adult;5887;4;219960;82060;32
W05;49-Plaza Oeste III;ZFOO;SC;Male;Adult;5887;1;59990;24269;62
W05;49-Plaza Oeste III;ZFOO;SK;Female;Adult;5887;7;315930;145579;301
W05;49-Plaza Oeste III;ZFOO;SK;Female;Pre School;5887;8;223920;117209;29
W05;49-Plaza Oeste III;ZFOO;SK;Male;Adult;5887;26;1099740;493125;145
W05;49-Plaza Oeste III;ZFOO;SK;Male;Pre School;5887;2;59980;25813;49
W05;49-Plaza Oeste III;ZFOO;SK;Male;Pre School + Grade School;5887;7;238930;98478;30
W05;49-Plaza Oeste III;ZFOO;UA;Female;Adult;5887;1;39990;0;8
W05;49-Plaza Oeste III;ZFOO;UA;Male;Adult;5887;10;569900;272287;47
W05;49-Plaza Oeste III;ZFOO;UM;Male;Adult;5887;2;79980;28276;32
W05;49-Plaza Oeste III;ZFOO;VN;Female;Adult;5887;14;1047980;324239;35
W05;49-Plaza Oeste III;ZFOO;VN;Female;Grade School;5887;2;109980;47134;10
W05;49-Plaza Oeste III;ZFOO;VN;Male;Adult;5887;20;1235820;530805;110
W05;49-Plaza Oeste III;ZFOO;VN;Male;Pre School + Grade School;5887;6;299940;127260;6
W05;49-Plaza Oeste III;ZFOO;VN;Male;Toddler;5887;4;181960;79271;9
W05;501 - Belsport Virtual;ZAPP;AD;;;0;2;47980;24200;
W05;501 - Belsport Virtual;ZAPP;AD;Female;Adult;0;15;351885;245570;286
W05;501 - Belsport Virtual;ZAPP;AD;Female;Grade School;0;4;81978;80685;46
W05;501 - Belsport Virtual;ZAPP;AD;Female;Pre School;0;1;14990;7565;22
W05;501 - Belsport Virtual;ZAPP;AD;Female;Pre School + Grade School;0;2;29485;23194;33
W05;501 - Belsport Virtual;ZAPP;AD;Male;Adult;0;24;758287;434620;657
W05;501 - Belsport Virtual;ZAPP;AD;Male;Grade School;0;2;53980;33286;11
W05;501 - Belsport Virtual;ZAPP;AD;Male;Toddler;0;2;59980;30260;54
W05;501 - Belsport Virtual;ZAPP;AD;Unisex;Pre School + Grade School;0;2;36490;36810;186
W05;501 - Belsport Virtual;ZAPP;AD;Unisex;Toddler;0;1;19995;20168;65
W05;501 - Belsport Virtual;ZAPP;CV;Male;Adult;0;1;19990;9367;147
W05;501 - Belsport Virtual;ZAPP;CV;Male;Adult;3629;1;18990;8898;147
W05;501 - Belsport Virtual;ZAPP;NBA;Male;Adult;0;5;144950;44364;790
W05;501 - Belsport Virtual;ZAPP;NBA;Male;Adult;3629;1;29990;8867;790
W05;501 - Belsport Virtual;ZAPP;NBA;Male;Grade School;0;6;131940;55417;399
W05;501 - Belsport Virtual;ZAPP;NI;Female;Adult;0;2;62990;55658;276
W05;501 - Belsport Virtual;ZAPP;NI;Female;Adult;4530;1;36990;27829;276
W05;501 - Belsport Virtual;ZAPP;NI;Female;Grade School;0;5;96975;88116;200
W05;501 - Belsport Virtual;ZAPP;NI;Female;Grade School;10774;1;19995;18551;200
W05;501 - Belsport Virtual;ZAPP;NI;Male;Adult;0;1;18495;17159;624
W05;501 - Belsport Virtual;ZAPP;NI;Male;Adult;3629;1;19995;18551;624
W05;501 - Belsport Virtual;ZAPP;NI;Male;Adult;4536;1;19995;0;624
W05;501 - Belsport Virtual;ZAPP;NI;Male;Adult;6985;1;19995;18551;624
W05;501 - Belsport Virtual;ZAPP;NI;Male;Adult;10774;-2;-39990;-37102;624
W05;501 - Belsport Virtual;ZAPP;NI;Male;Grade School;0;3;59985;55653;480
W05;501 - Belsport Virtual;ZAPP;NP;Male;Toddler;9878;1;25893;16440;5
W05;501 - Belsport Virtual;ZAPP;PM;;;0;1;11992;6829;
W05;501 - Belsport Virtual;ZAPP;PM;Female;Adult;0;1;14995;13663;93
W05;501 - Belsport Virtual;ZAPP;PM;Female;Adult;5407;1;14995;13663;93
W05;501 - Belsport Virtual;ZAPP;PM;Female;Grade School;0;2;32490;29603;33
W05;501 - Belsport Virtual;ZAPP;PM;Male;Adult;0;9;166052;139359;185
W05;501 - Belsport Virtual;ZAPP;PM;Male;Adult;3629;2;33485;24591;185
W05;501 - Belsport Virtual;ZAPP;PM;Male;Adult;3903;1;18495;16851;185
W05;501 - Belsport Virtual;ZAPP;PM;Male;Adult;8458;1;16495;16851;185
W05;501 - Belsport Virtual;ZAPP;PM;Male;Adult;8931;2;34990;33702;185
W05;501 - Belsport Virtual;ZAPP;PM;Male;Pre School + Grade School;0;1;12990;5918;9
W05;501 - Belsport Virtual;ZAPP;UA;Male;Adult;0;1;26990;12895;55
W05;501 - Belsport Virtual;ZEQU;AD;;;0;1;24990;12603;
W05;501 - Belsport Virtual;ZEQU;AD;Male;Adult;0;28;435720;203530;294
W05;501 - Belsport Virtual;ZEQU;AD;Unisex;Adult;0;87;736130;460300;364
W05;501 - Belsport Virtual;ZEQU;AD;Unisex;Adult;5407;1;22990;11597;364
W05;501 - Belsport Virtual;ZEQU;KE;Male;Adult;0;1;19990;8470;19
W05;501 - Belsport Virtual;ZEQU;MO;Male;Adult;0;1;21990;9424;21
W05;501 - Belsport Virtual;ZEQU;NI;Male;Adult;0;30;860206;404834;2186
W05;501 - Belsport Virtual;ZEQU;NI;Male;Adult;2406;1;29990;13912;2186
W05;501 - Belsport Virtual;ZEQU;NI;Male;Adult;4530;1;29990;15194;2186
W05;501 - Belsport Virtual;ZEQU;NI;Male;Adult;4679;1;34990;16231;2186
W05;501 - Belsport Virtual;ZEQU;NI;Male;Adult;5407;4;108863;54256;2186
W05;501 - Belsport Virtual;ZEQU;NI;Male;Adult;7166;1;34990;16231;2186
W05;501 - Belsport Virtual;ZEQU;NI;Male;Adult;7681;1;29990;14885;2186
W05;501 - Belsport Virtual;ZEQU;NI;Male;Adult;8147;1;34990;16231;2186
W05;501 - Belsport Virtual;ZEQU;NI;Male;Adult;8289;1;9990;4634;2186
W05;501 - Belsport Virtual;ZEQU;NI;Male;Grade School;0;3;41970;19469;439
W05;501 - Belsport Virtual;ZEQU;NI;Male;Grade School;3035;1;13990;6490;439
W05;501 - Belsport Virtual;ZEQU;NI;Unisex;Adult;0;3;45970;20396;268
W05;501 - Belsport Virtual;ZEQU;NI;Unisex;Adult;4993;1;6993;3567;268
W05;501 - Belsport Virtual;ZEQU;NP;Female;Pre School + Grade School;0;1;5593;3011;36
W05;501 - Belsport Virtual;ZEQU;NP;Male;Pre School;0;1;6990;3474;111
W05;501 - Belsport Virtual;ZEQU;NP;Male;Toddler;0;2;14980;6950;35
W05;501 - Belsport Virtual;ZEQU;NP;Male;Toddler;2406;1;7490;3474;35
W05;501 - Belsport Virtual;ZEQU;PM;;;0;1;16990;5918;
W05;501 - Belsport Virtual;ZEQU;PM;Female;Adult;0;5;67950;28678;141
W05;501 - Belsport Virtual;ZEQU;PM;Male;Adult;0;15;137850;54309;559
W05;501 - Belsport Virtual;ZEQU;PM;Male;Pre School;0;3;20970;7503;131
W05;501 - Belsport Virtual;ZEQU;PM;Unisex;;4979;0;0;0;
W05;501 - Belsport Virtual;ZEQU;PM;Unisex;Adult;0;2;15980;6213;298
W05;501 - Belsport Virtual;ZEQU;PM;Unisex;(en blanco);5407;1;16990;7285;
W05;501 - Belsport Virtual;ZEQU;UA;;;0;1;14990;7332;
W05;501 - Belsport Virtual;ZEQU;UA;Unisex;Adult;0;2;25483;15037;13
W05;501 - Belsport Virtual;ZFOO;AD;;;0;1;49990;25214;
W05;501 - Belsport Virtual;ZFOO;AD;Female;Adult;0;12;481930;292657;877
W05;501 - Belsport Virtual;ZFOO;AD;Female;Full Family;0;1;39990;20167;19
W05;501 - Belsport Virtual;ZFOO;AD;Female;Toddler;0;1;29990;15130;241
W05;501 - Belsport Virtual;ZFOO;AD;Male;Adult;0;45;2385354;1223226;2212
W05;501 - Belsport Virtual;ZFOO;AD;Male;Adult;4530;-1;-109990;0;2212
W05;501 - Belsport Virtual;ZFOO;AD;Male;Adult;5048;1;54990;27109;2212
W05;501 - Belsport Virtual;ZFOO;AD;Male;Adult;7681;1;62990;31764;2212
W05;501 - Belsport Virtual;ZFOO;AD;Male;Grade School;0;5;155950;81303;82
W05;501 - Belsport Virtual;ZFOO;AD;Male;Pre School;0;1;29990;16643;150
W05;501 - Belsport Virtual;ZFOO;AD;Male;Pre School + Grade School;0;13;565870;279679;780
W05;501 - Belsport Virtual;ZFOO;AD;Male;Pre School + Grade School;3903;1;36990;17648;780
W05;501 - Belsport Virtual;ZFOO;AD;Male;Toddler;0;1;32990;16643;243
W05;501 - Belsport Virtual;ZFOO;AD;Unisex;Pre School;0;3;104970;47392;41
W05;501 - Belsport Virtual;ZFOO;AD;Unisex;Toddler;0;3;110970;55964;68
W05;501 - Belsport Virtual;ZFOO;AD;(en blanco);(en blanco);0;13;533870;270148;
W05;501 - Belsport Virtual;ZFOO;BM;Male;Grade School;0;1;24990;6761;
W05;501 - Belsport Virtual;ZFOO;CV;;;0;7;369930;212351;
W05;501 - Belsport Virtual;ZFOO;CV;Female;Grade School;0;0;3000;-95;197
W05;501 - Belsport Virtual;ZFOO;CV;Female;Pre School;0;-1;-23994;-17824;3
W05;501 - Belsport Virtual;ZFOO;CV;Male;Adult;0;18;1012820;492216;514
W05;501 - Belsport Virtual;ZFOO;CV;Male;Adult;8785;1;33593;21390;514
W05;501 - Belsport Virtual;ZFOO;CV;Male;Grade School;0;3;133980;69518;51
W05;501 - Belsport Virtual;ZFOO;CV;Male;Pre School + Grade School;0;3;98990;57485;30
W05;501 - Belsport Virtual;ZFOO;CV;Unisex;Pre School;0;0;-10497;0;31
W05;501 - Belsport Virtual;ZFOO;LT;Male;Adult;0;3;103970;43965;126
W05;501 - Belsport Virtual;ZFOO;LT;Male;Adult;7681;1;31990;13527;126
W05;501 - Belsport Virtual;ZFOO;LT;Male;Pre School;0;1;34990;13949;155
W05;501 - Belsport Virtual;ZFOO;NI;Female;Adult;0;16;1160468;648694;1139
W05;501 - Belsport Virtual;ZFOO;NI;Female;Adult;5048;1;74990;36189;1139
W05;501 - Belsport Virtual;ZFOO;NI;Female;Adult;5559;1;82990;38498;1139
W05;501 - Belsport Virtual;ZFOO;NI;Female;Adult;7166;1;74990;34787;1139
W05;501 - Belsport Virtual;ZFOO;NI;Female;Adult;8931;2;156980;72822;1139
W05;501 - Belsport Virtual;ZFOO;NI;Female;Grade School;0;1;64990;30148;154
W05;501 - Belsport Virtual;ZFOO;NI;Female;Pre School;0;3;132970;61684;207
W05;501 - Belsport Virtual;ZFOO;NI;Female;Toddler;0;1;36990;17159;234
W05;501 - Belsport Virtual;ZFOO;NI;Male;Adult;0;50;3389588;1925109;1369
W05;501 - Belsport Virtual;ZFOO;NI;Male;Adult;2416;1;112990;52414;1369
W05;501 - Belsport Virtual;ZFOO;NI;Male;Adult;3903;1;66990;31076;1369
W05;501 - Belsport Virtual;ZFOO;NI;Male;Adult;4530;1;40194;29220;1369
W05;501 - Belsport Virtual;ZFOO;NI;Male;Adult;4993;1;66990;31076;1369
W05;501 - Belsport Virtual;ZFOO;NI;Male;Adult;5026;1;62990;29220;1369
W05;501 - Belsport Virtual;ZFOO;NI;Male;Adult;5437;1;69990;32467;1369
W05;501 - Belsport Virtual;ZFOO;NI;Male;Adult;6985;1;62994;43137;1369
W05;501 - Belsport Virtual;ZFOO;NI;Male;Adult;8289;1;46893;31076;1369
W05;501 - Belsport Virtual;ZFOO;NI;Male;Adult;8931;1;49990;23189;1369
W05;501 - Belsport Virtual;ZFOO;NI;Male;Adult;9878;1;69990;33859;1369
W05;501 - Belsport Virtual;ZFOO;NI;Male;Grade School;0;15;803757;372389;900
W05;501 - Belsport Virtual;ZFOO;NI;Male;Grade School;5559;1;56990;26437;900
W05;501 - Belsport Virtual;ZFOO;NI;Male;Pre School;0;5;209950;93512;836
W05;501 - Belsport Virtual;ZFOO;NI;Male;Pre School + Grade School;0;3;119970;55654;32
W05;501 - Belsport Virtual;ZFOO;NI;Male;Toddler;0;3;92774;48231;559
W05;501 - Belsport Virtual;ZFOO;PM;;;0;1;47990;21225;58
W05;501 - Belsport Virtual;ZFOO;PM;Female;Adult;0;15;779453;355729;612
W05;501 - Belsport Virtual;ZFOO;PM;Female;Adult;5324;-1;-44990;-19888;612
W05;501 - Belsport Virtual;ZFOO;PM;Female;Pre School;0;3;109970;45543;205
W05;501 - Belsport Virtual;ZFOO;PM;Female;Toddler;0;4;135960;61938;302
W05;501 - Belsport Virtual;ZFOO;PM;Male;Adult;0;14;790860;353729;1222
W05;501 - Belsport Virtual;ZFOO;PM;Male;Adult;2454;1;59990;28847;1222
W05;501 - Belsport Virtual;ZFOO;PM;Male;Adult;4993;1;42990;19585;1222
W05;501 - Belsport Virtual;ZFOO;PM;Male;Adult;8289;-1;-49990;-22774;1222
W05;501 - Belsport Virtual;ZFOO;PM;Male;Adult;9878;1;42990;18218;1222
W05;501 - Belsport Virtual;ZFOO;PM;Male;Grade School;0;19;760810;346241;272
W05;501 - Belsport Virtual;ZFOO;PM;Male;Pre School;0;8;273920;123421;348
W05;501 - Belsport Virtual;ZFOO;PM;Male;Pre School;4530;1;32990;16851;348
W05;501 - Belsport Virtual;ZFOO;PM;Male;Toddler;0;1;34990;15940;199
W05;501 - Belsport Virtual;ZFOO;PM;(en blanco);(en blanco);0;1;49990;22774;
W05;501 - Belsport Virtual;ZFOO;QS;Male;Adult;0;-2;-82980;-32533;198
W05;501 - Belsport Virtual;ZFOO;QS;Male;Grade School;0;1;36990;13472;99
W05;501 - Belsport Virtual;ZFOO;RB;Female;Adult;0;4;187960;83144;123
W05;501 - Belsport Virtual;ZFOO;RB;Female;Adult;5407;0;-10000;-1337;123
W05;501 - Belsport Virtual;ZFOO;RB;Female;Toddler;0;1;24990;12603;13
W05;501 - Belsport Virtual;ZFOO;RB;Male;Adult;0;6;291940;147241;306
W05;501 - Belsport Virtual;ZFOO;SK;;;0;1;37990;17513;
W05;501 - Belsport Virtual;ZFOO;SK;Female;Adult;0;22;921989;432457;944
W05;501 - Belsport Virtual;ZFOO;SK;Female;Pre School;0;1;29990;12907;129
W05;501 - Belsport Virtual;ZFOO;SK;Male;Adult;0;11;575890;265691;401
W05;501 - Belsport Virtual;ZFOO;SK;Male;Pre School;0;3;89970;38720;85
W05;501 - Belsport Virtual;ZFOO;SK;Male;Pre School + Grade School;0;1;32990;12906;194
W05;501 - Belsport Virtual;ZFOO;SK;Unisex;;0;4;183960;84784;
W05;501 - Belsport Virtual;ZFOO;SK;(en blanco);(en blanco);0;7;367930;169650;
W05;501 - Belsport Virtual;ZFOO;SPA;Female;Adult;0;2;77382;37258;153
W05;501 - Belsport Virtual;ZFOO;SPA;Female;Adult;3903;1;39990;14853;153
W05;501 - Belsport Virtual;ZFOO;SPA;Male;Adult;0;1;42990;18629;303
W05;501 - Belsport Virtual;ZFOO;UA;Female;Adult;0;6;235740;154816;152
W05;501 - Belsport Virtual;ZFOO;UA;Male;Adult;0;16;684960;422526;534
W05;501 - Belsport Virtual;ZFOO;UA;Male;Grade School;0;1;46742;28662;63
W05;501 - Belsport Virtual;ZFOO;UM;Male;Adult;0;4;147963;56554;34
W05;501 - Belsport Virtual;ZFOO;UM;Male;Adult;6675;1;39990;14138;34
W05;501 - Belsport Virtual;ZFOO;VN;Female;Adult;0;3;215970;92559;81
W05;501 - Belsport Virtual;ZFOO;VN;Female;Adult;4530;1;74990;29139;81
W05;501 - Belsport Virtual;ZFOO;VN;Female;Adult;6985;1;59990;25710;81
W05;501 - Belsport Virtual;ZFOO;VN;Male;Adult;0;7;429930;181276;291
W05;501 - Belsport Virtual;ZFOO;VN;Male;Adult;6882;-1;-59990;-25710;291
W05;52-Temuco II;ZAPP;AD;Female;Adult;7266;1;19990;10084;5
W05;52-Temuco II;ZAPP;AD;Male;Adult;7266;8;195920;98809;136
W05;52-Temuco II;ZAPP;MN;Male;Grade School;7266;2;54980;19855;57
W05;52-Temuco II;ZAPP;NBA;Male;Adult;7266;1;29990;8882;156
W05;52-Temuco II;ZAPP;NBA;Male;Grade School;7266;3;78970;29612;39
W05;52-Temuco II;ZAPP;NI;Female;Adult;7266;1;30000;23189;259
W05;52-Temuco II;ZAPP;NI;Male;Adult;7266;9;249940;151184;394
W05;52-Temuco II;ZAPP;NI;Male;Pre School + Grade School;7266;2;39980;18547;59
W05;52-Temuco II;ZAPP;PM;Male;Adult;7266;11;231890;99266;77
W05;52-Temuco II;ZAPP;QS;Male;Adult;7266;2;33980;18479;20
W05;52-Temuco II;ZAPP;UA;Male;Adult;7266;1;26990;12895;44
W05;52-Temuco II;ZEQU;AD;Male;Adult;7266;43;860590;437167;159
W05;52-Temuco II;ZEQU;AD;Male;Pre School;7266;1;26990;13617;23
W05;52-Temuco II;ZEQU;AD;Unisex;Adult;7266;36;356640;162482;427
W05;52-Temuco II;ZEQU;MN;Male;Adult;7266;6;178940;64617;83
W05;52-Temuco II;ZEQU;NI;Female;Adult;7266;1;12990;5098;55
W05;52-Temuco II;ZEQU;NI;Male;Adult;7266;77;1541580;708362;966
W05;52-Temuco II;ZEQU;NI;Male;Grade School;7266;3;41970;19467;79
W05;52-Temuco II;ZEQU;NI;Unisex;Adult;7266;7;140930;67454;99
W05;52-Temuco II;ZEQU;NP;Male;Grade School;7266;1;6990;3706;4
W05;52-Temuco II;ZEQU;NP;Male;Pre School;7266;5;39950;16443;8
W05;52-Temuco II;ZEQU;NP;Male;Toddler;7266;1;6990;3242;2
W05;52-Temuco II;ZEQU;PM;Female;Adult;7266;1;14990;6829;2
W05;52-Temuco II;ZEQU;PM;Male;Adult;7266;45;624550;269502;168
W05;52-Temuco II;ZEQU;PM;Male;Pre School;7266;13;77870;35407;22
W05;52-Temuco II;ZEQU;PM;Unisex;;7266;2;29980;13658;
W05;52-Temuco II;ZEQU;PM;Unisex;Adult;7266;41;344590;138777;93
W05;52-Temuco II;ZEQU;UA;Male;Adult;7266;1;14990;7120;13
W05;52-Temuco II;ZEQU;UA;Unisex;Adult;7266;3;44970;23229;41
W05;52-Temuco II;ZFOO;AD;;;7266;6;335940;169437;
W05;52-Temuco II;ZFOO;AD;Female;Adult;7266;30;1383110;828554;453
W05;52-Temuco II;ZFOO;AD;Female;Grade School;7266;2;99980;50427;37
W05;52-Temuco II;ZFOO;AD;Female;Pre School;7266;3;134970;68085;65
W05;52-Temuco II;ZFOO;AD;Female;Pre School + Grade School;7266;3;149970;75642;75
W05;52-Temuco II;ZFOO;AD;Female;Toddler;7266;3;111970;56336;94
W05;52-Temuco II;ZFOO;AD;Male;Adult;7266;58;3490250;1763729;928
W05;52-Temuco II;ZFOO;AD;Male;Grade School;7266;2;89980;40335;14
W05;52-Temuco II;ZFOO;AD;Male;Pre School;7266;2;79980;37650;66
W05;52-Temuco II;ZFOO;AD;Male;Pre School + Grade School;7266;38;1624150;802397;261
W05;52-Temuco II;ZFOO;AD;Male;Toddler;7266;6;192950;100864;265
W05;52-Temuco II;ZFOO;CV;Female;Grade School;7266;7;405950;184941;64
W05;52-Temuco II;ZFOO;CV;Female;Pre School;7266;1;39990;17824;14
W05;52-Temuco II;ZFOO;CV;Male;Adult;7266;9;490680;220398;238
W05;52-Temuco II;ZFOO;CV;Male;Grade School;7266;2;125120;51248;23
W05;52-Temuco II;ZFOO;CV;Male;Pre School;7266;2;88640;40551;18
W05;52-Temuco II;ZFOO;CV;Male;Toddler;7266;1;36990;16487;26
W05;52-Temuco II;ZFOO;CV;Unisex;Pre School;7266;0;0;0;12
W05;52-Temuco II;ZFOO;FI;Female;Adult;7266;1;66500;31195;19
W05;52-Temuco II;ZFOO;FI;Female;Pre School;7266;1;49990;22282;22
W05;52-Temuco II;ZFOO;LT;Female;Grade School;7266;5;176950;74824;64
W05;52-Temuco II;ZFOO;LT;Female;Pre School;7266;1;27990;11836;39
W05;52-Temuco II;ZFOO;LT;Male;Adult;7266;8;279920;118366;132
W05;52-Temuco II;ZFOO;LT;Male;Grade School;7266;3;85530;34803;35
W05;52-Temuco II;ZFOO;LT;Male;Pre School;7266;3;82580;35508;32
W05;52-Temuco II;ZFOO;NI;Female;Adult;7266;25;1846430;879064;795
W05;52-Temuco II;ZFOO;NI;Female;Pre School + Grade School;7266;1;79990;28886;13
W05;52-Temuco II;ZFOO;NI;Female;Toddler;7266;3;113970;55096;184
W05;52-Temuco II;ZFOO;NI;Male;Adult;7266;90;6527610;3146063;1173
W05;52-Temuco II;ZFOO;NI;Male;Grade School;7266;52;2824600;1272995;269
W05;52-Temuco II;ZFOO;NI;Male;Pre School;7266;24;1095120;498966;349
W05;52-Temuco II;ZFOO;NI;Male;Pre School + Grade School;7266;3;149970;69568;14
W05;52-Temuco II;ZFOO;NI;Male;Toddler;7266;5;185950;85333;291
W05;52-Temuco II;ZFOO;PM;;;7266;1;34990;0;103
W05;52-Temuco II;ZFOO;PM;Female;Adult;7266;27;1534350;675936;321
W05;52-Temuco II;ZFOO;PM;Female;Grade School;7266;6;257940;116497;12
W05;52-Temuco II;ZFOO;PM;Female;Pre School;7266;9;286420;131163;34
W05;52-Temuco II;ZFOO;PM;Female;Toddler;7266;8;251920;114766;104
W05;52-Temuco II;ZFOO;PM;Male;Adult;7266;60;3274530;1492113;589
W05;52-Temuco II;ZFOO;PM;Male;Grade School;7266;22;939900;395784;72
W05;52-Temuco II;ZFOO;PM;Male;Pre School;7266;12;397040;174887;83
W05;52-Temuco II;ZFOO;PM;Male;Toddler;7266;12;371880;168351;128
W05;52-Temuco II;ZFOO;PM;Unisex;Grade School;7266;4;219960;99293;26
W05;52-Temuco II;ZFOO;PM;Unisex;Pre School;7266;3;104330;45998;11
W05;52-Temuco II;ZFOO;QS;Male;Adult;7266;1;49990;20584;76
W05;52-Temuco II;ZFOO;RB;Female;Adult;7266;2;89980;39123;38
W05;52-Temuco II;ZFOO;RB;Male;Adult;7266;8;387200;195640;202
W05;52-Temuco II;ZFOO;RX;Female;Adult;7266;1;46990;18063;54
W05;52-Temuco II;ZFOO;SC;Female;Adult;7266;-1;-54990;-22952;52
W05;52-Temuco II;ZFOO;SC;Male;Adult;7266;3;169970;67335;151
W05;52-Temuco II;ZFOO;SK;Female;Adult;7266;30;1334820;614743;448
W05;52-Temuco II;ZFOO;SK;Male;Adult;7266;13;603730;277467;131
W05;52-Temuco II;ZFOO;SK;Male;Pre School;7266;7;217930;94952;37
W05;52-Temuco II;ZFOO;SK;Male;Pre School + Grade School;7266;7;234930;90346;52
W05;52-Temuco II;ZFOO;SPA;Male;Adult;7266;1;39990;17329;261
W05;52-Temuco II;ZFOO;UA;Female;Adult;7266;1;42990;20539;38
W05;52-Temuco II;ZFOO;UA;Male;Adult;7266;30;1489230;726490;136
W05;52-Temuco II;ZFOO;UA;Male;Grade School;7266;2;85980;43446;15
W05;52-Temuco II;ZFOO;UM;Male;Adult;7266;4;156960;42415;63
W05;52-Temuco II;ZFOO;UM;Male;Pre School;7266;2;73980;25705;32
W05;52-Temuco II;ZFOO;VN;Female;Adult;7266;13;855850;365944;117
W05;52-Temuco II;ZFOO;VN;Male;Adult;7266;26;1683510;707948;166
W05;52-Temuco II;ZFOO;VN;Male;Pre School + Grade School;7266;1;49990;21210;16
W05;52-Temuco II;ZFOO;VN;Male;Toddler;7266;2;89980;36016;31
W05;53-Estacion II;ZAPP;AD;Male;Adult;6985;7;198930;100331;103
W05;53-Estacion II;ZAPP;AD;Male;Pre School;6985;1;24990;12602;5
W05;53-Estacion II;ZAPP;NBA;Male;Adult;6985;12;272880;74510;145
W05;53-Estacion II;ZAPP;NBA;Male;Grade School;6985;1;27990;10203;57
W05;53-Estacion II;ZAPP;NBA;Male;Pre School + Grade School;6985;1;19990;6029;83
W05;53-Estacion II;ZAPP;NI;Female;Adult;6985;1;59990;27829;164
W05;53-Estacion II;ZAPP;NI;Female;Pre School + Grade School;6985;1;18750;11592;15
W05;53-Estacion II;ZAPP;NI;Male;Adult;6985;7;243790;114084;145
W05;53-Estacion II;ZAPP;NI;Male;Grade School;6985;1;19990;9273;60
W05;53-Estacion II;ZAPP;NI;Male;Pre School + Grade School;6985;1;19990;9274;65
W05;53-Estacion II;ZAPP;NP;Male;Pre School;6985;1;16990;7881;30
