Semana;Tienda;Tipo mat;Grupo articulos;Sexo;Age Group;Entradas Tienda;Venta U;Venta Bruta $;Costo Neto $;Stock
W01;01-Ahumada;ZAPP;AD;Male;Adult;6857;2;46790;23194;89
W01;01-Ahumada;ZAPP;NI;Female;Adult;6857;1;26990;12520;118
W01;01-Ahumada;ZAPP;NI;Female;Pre School + Grade School;6857;3;73680;34777;18
W01;01-Ahumada;ZAPP;NI;Male;Adult;6857;19;593950;285666;270
W01;01-Ahumada;ZAPP;NI;Male;Grade School;6857;2;38980;18083;136
W01;01-Ahumada;ZAPP;NP;Female;Pre School;6857;3;37690;18078;15
W01;01-Ahumada;ZAPP;NP;Male;Pre School;6857;8;121920;56559;29
W01;01-Ahumada;ZAPP;PM;Male;Adult;6857;13;236490;112014;126
W01;01-Ahumada;ZAPP;QS;Male;Adult;6857;1;16990;9239;14
W01;01-Ahumada;ZAPP;UA;Female;Adult;6857;2;37980;17724;14
W01;01-Ahumada;ZAPP;UA;Male;Adult;6857;4;107960;51580;152
W01;01-Ahumada;ZEQU;AD;Male;Adult;6857;14;237860;118407;66
W01;01-Ahumada;ZEQU;AD;Unisex;Adult;6857;24;321260;166219;415
W01;01-Ahumada;ZEQU;KE;Unisex;Adult;6857;1;19990;8470;19
W01;01-Ahumada;ZEQU;MN;Male;Adult;6857;3;89970;32489;103
W01;01-Ahumada;ZEQU;MO;Male;Adult;6857;2;53980;22277;25
W01;01-Ahumada;ZEQU;NI;;;6857;2;45980;21329;
W01;01-Ahumada;ZEQU;NI;Female;Adult;6857;2;23980;10196;43
W01;01-Ahumada;ZEQU;NI;Female;Pre School + Grade School;6857;1;26990;12520;24
W01;01-Ahumada;ZEQU;NI;Male;Adult;6857;69;1158590;529226;796
W01;01-Ahumada;ZEQU;NI;Male;Grade School;6857;1;13990;6489;20
W01;01-Ahumada;ZEQU;NI;Unisex;Adult;6857;6;151940;71409;33
W01;01-Ahumada;ZEQU;NP;Male;Pre School;6857;3;23970;10190;35
W01;01-Ahumada;ZEQU;NP;Male;Toddler;6857;1;6990;3242;1
W01;01-Ahumada;ZEQU;NP;Unisex;Adult;6857;4;59960;24104;9
W01;01-Ahumada;ZEQU;PM;;;6857;1;16990;5917;
W01;01-Ahumada;ZEQU;PM;Female;Adult;6857;1;8990;2729;
W01;01-Ahumada;ZEQU;PM;Male;Adult;6857;37;437790;182525;102
W01;01-Ahumada;ZEQU;PM;Male;Pre School;6857;3;17970;8187;0
W01;01-Ahumada;ZEQU;PM;Unisex;Adult;6857;11;94890;37761;43
W01;01-Ahumada;ZEQU;UA;Unisex;Adult;6857;2;29980;14412;19
W01;01-Ahumada;ZEQU;UM;Male;Adult;6857;2;35980;12849;15
W01;01-Ahumada;ZFOO;AD;;;6857;0;0;25214;
W01;01-Ahumada;ZFOO;AD;Female;Adult;6857;12;689890;337757;299
W01;01-Ahumada;ZFOO;AD;Female;Pre School + Grade School;6857;1;36990;18654;27
W01;01-Ahumada;ZFOO;AD;Female;Toddler;6857;2;67980;34292;69
W01;01-Ahumada;ZFOO;AD;Male;Adult;6857;33;2073670;1024469;736
W01;01-Ahumada;ZFOO;AD;Male;Grade School;6857;-1;-39990;-20167;35
W01;01-Ahumada;ZFOO;AD;Male;Pre School;6857;5;175950;88415;71
W01;01-Ahumada;ZFOO;AD;Male;Pre School + Grade School;6857;5;193950;97810;172
W01;01-Ahumada;ZFOO;AD;Male;Toddler;6857;4;145960;73619;172
W01;01-Ahumada;ZFOO;AN;Male;Adult;6857;1;44990;19162;1
W01;01-Ahumada;ZFOO;CR;Female;Adult;6857;0;0;1;
W01;01-Ahumada;ZFOO;CR;Male;Adult;6857;1;49990;23945;
W01;01-Ahumada;ZFOO;CV;Female;Grade School;6857;2;119980;53677;61
W01;01-Ahumada;ZFOO;CV;Male;Adult;6857;7;396930;176918;169
W01;01-Ahumada;ZFOO;CV;Male;Grade School;6857;1;48990;23618;37
W01;01-Ahumada;ZFOO;CV;Male;Pre School;6857;1;39990;17823;47
W01;01-Ahumada;ZFOO;FI;Female;Adult;6857;1;69990;31197;25
W01;01-Ahumada;ZFOO;LT;Female;Grade School;6857;7;241930;104584;79
W01;01-Ahumada;ZFOO;LT;Male;Adult;6857;7;263450;111602;57
W01;01-Ahumada;ZFOO;LT;Male;Grade School;6857;6;178940;86348;67
W01;01-Ahumada;ZFOO;LT;Male;Pre School;6857;2;37980;20118;161
W01;01-Ahumada;ZFOO;NI;Female;Adult;6857;15;1229030;570647;611
W01;01-Ahumada;ZFOO;NI;Female;Grade School;6857;0;0;0;24
W01;01-Ahumada;ZFOO;NI;Female;Toddler;6857;1;36990;17160;130
W01;01-Ahumada;ZFOO;NI;Male;Adult;6857;47;3657430;1701338;792
W01;01-Ahumada;ZFOO;NI;Male;Grade School;6857;11;544890;262167;177
W01;01-Ahumada;ZFOO;NI;Male;Pre School;6857;17;784830;351516;264
W01;01-Ahumada;ZFOO;NI;Male;Pre School + Grade School;6857;5;219950;102031;40
W01;01-Ahumada;ZFOO;NI;Male;Toddler;6857;7;249090;113620;251
W01;01-Ahumada;ZFOO;PM;Female;Adult;6857;23;1341810;605949;293
W01;01-Ahumada;ZFOO;PM;Female;Grade School;6857;1;36990;16851;18
W01;01-Ahumada;ZFOO;PM;Female;Pre School;6857;2;65980;30058;83
W01;01-Ahumada;ZFOO;PM;Female;Toddler;6857;5;149950;68315;111
W01;01-Ahumada;ZFOO;PM;Male;Adult;6857;33;1772460;810096;537
W01;01-Ahumada;ZFOO;PM;Male;Grade School;6857;7;338930;146214;99
W01;01-Ahumada;ZFOO;PM;Male;Pre School;6857;7;242090;111127;183
W01;01-Ahumada;ZFOO;PM;Unisex;Adult;6857;1;79990;36440;7
W01;01-Ahumada;ZFOO;PM;Unisex;Pre School;6857;1;39990;18218;29
W01;01-Ahumada;ZFOO;RB;Female;Adult;6857;2;77990;39776;81
W01;01-Ahumada;ZFOO;RB;Male;Adult;6857;6;294940;148763;137
W01;01-Ahumada;ZFOO;SC;Male;Adult;6857;1;54990;20698;103
W01;01-Ahumada;ZFOO;SK;Female;Adult;6857;24;1190130;548833;352
W01;01-Ahumada;ZFOO;SK;Male;Adult;6857;28;1156760;521057;104
W01;01-Ahumada;ZFOO;SK;Male;Pre School;6857;8;239920;103250;100
W01;01-Ahumada;ZFOO;SK;Male;Pre School + Grade School;6857;11;329890;141970;54
W01;01-Ahumada;ZFOO;UA;Female;Adult;6857;2;85980;41080;75
W01;01-Ahumada;ZFOO;UA;Male;Adult;6857;2;99740;53190;70
W01;01-Ahumada;ZFOO;UA;Male;Grade School;6857;4;171960;82158;31
W01;01-Ahumada;ZFOO;UM;Male;Adult;6857;0;0;0;37
W01;01-Ahumada;ZFOO;VN;Female;Adult;6857;3;156970;67988;187
W01;01-Ahumada;ZFOO;VN;Female;Grade School;6857;1;49990;21424;1
W01;01-Ahumada;ZFOO;VN;Male;Adult;6857;10;618250;265671;132
W01;02-Puente;ZEQU;AD;Male;Adult;3325;15;232010;118139;159
W01;02-Puente;ZEQU;AD;Unisex;Adult;3325;15;179850;98020;408
W01;02-Puente;ZEQU;MN;;;3325;1;28990;10468;
W01;02-Puente;ZEQU;MN;Male;Adult;3325;3;89970;32489;63
W01;02-Puente;ZEQU;NI;Female;Adult;3325;1;12990;6026;74
W01;02-Puente;ZEQU;NI;Female;Pre School + Grade School;3325;1;26990;12520;10
W01;02-Puente;ZEQU;NI;Male;Adult;3325;50;715120;330122;942
W01;02-Puente;ZEQU;NI;Male;Grade School;3325;1;13990;6490;35
W01;02-Puente;ZEQU;NI;Unisex;Adult;3325;7;83930;40318;138
W01;02-Puente;ZEQU;NP;Male;Grade School;3325;1;6990;3707;6
W01;02-Puente;ZEQU;NP;Male;Pre School;3325;4;29620;13433;60
W01;02-Puente;ZEQU;NP;Male;Toddler;3325;1;5950;3242;28
W01;02-Puente;ZEQU;PM;;;3325;1;12750;5917;
W01;02-Puente;ZEQU;PM;Female;Adult;3325;1;14990;6829;21
W01;02-Puente;ZEQU;PM;Male;Adult;3325;25;272420;116062;322
W01;02-Puente;ZEQU;PM;Unisex;Adult;3325;11;87890;35000;89
W01;02-Puente;ZEQU;UA;Unisex;Adult;3325;1;14990;7120;13
W01;02-Puente;ZEQU;UM;Male;Adult;3325;3;53970;19273;11
W01;02-Puente;ZFOO;AD;;;3325;1;47490;25213;
W01;02-Puente;ZFOO;AD;Female;Adult;3325;12;675210;344435;251
W01;02-Puente;ZFOO;AD;Female;Toddler;3325;1;32990;16643;18
W01;02-Puente;ZFOO;AD;Male;Adult;3325;33;1993440;995190;623
W01;02-Puente;ZFOO;AD;Male;Pre School;3325;1;36990;18655;51
W01;02-Puente;ZFOO;AD;Male;Pre School + Grade School;3325;5;193950;99829;72
W01;02-Puente;ZFOO;AD;Male;Toddler;3325;1;32990;16643;104
W01;02-Puente;ZFOO;CV;Female;Grade School;3325;2;119980;53476;68
W01;02-Puente;ZFOO;CV;Male;Adult;3325;12;633250;290405;113
W01;02-Puente;ZFOO;CV;Male;Grade School;3325;2;97980;47239;16
W01;02-Puente;ZFOO;CV;Male;Pre School;3325;1;43990;19607;14
W01;02-Puente;ZFOO;LT;Male;Adult;3325;2;63980;27054;38
W01;02-Puente;ZFOO;LT;Male;Grade School;3325;2;43980;24518;10
W01;02-Puente;ZFOO;LT;Male;Pre School;3325;6;195940;82133;71
W01;02-Puente;ZFOO;NI;Female;Adult;3325;16;1458700;665889;396
W01;02-Puente;ZFOO;NI;Female;Toddler;3325;2;73980;34318;83
W01;02-Puente;ZFOO;NI;Male;Adult;3325;31;2239210;1029702;790
W01;02-Puente;ZFOO;NI;Male;Grade School;3325;17;831460;424374;155
W01;02-Puente;ZFOO;NI;Male;Pre School;3325;14;656860;304713;226
W01;02-Puente;ZFOO;NI;Male;Pre School + Grade School;3325;2;99980;46378;22
W01;02-Puente;ZFOO;NI;Male;Toddler;3325;2;86980;40349;129
W01;02-Puente;ZFOO;PM;Female;Adult;3325;23;1165130;526300;222
W01;02-Puente;ZFOO;PM;Female;Grade School;3325;0;1640;0;7
W01;02-Puente;ZFOO;PM;Female;Pre School;3325;3;95970;58750;37
W01;02-Puente;ZFOO;PM;Female;Toddler;3325;5;176950;79994;66
W01;02-Puente;ZFOO;PM;Male;Adult;3325;25;1306780;595307;358
W01;02-Puente;ZFOO;PM;Male;Grade School;3325;0;18000;8200;72
W01;02-Puente;ZFOO;PM;Male;Pre School;3325;3;129970;57388;119
W01;02-Puente;ZFOO;PM;Male;Toddler;3325;2;62980;28349;88
W01;02-Puente;ZFOO;PM;Unisex;Grade School;3325;1;44990;20222;16
W01;02-Puente;ZFOO;PM;Unisex;Pre School;3325;1;39990;18218;4
W01;02-Puente;ZFOO;RB;Female;Adult;3325;3;119970;55403;21
W01;02-Puente;ZFOO;RB;Male;Adult;3325;7;334830;171354;121
W01;02-Puente;ZFOO;SC;Male;Adult;3325;1;54990;20820;93
W01;02-Puente;ZFOO;SK;Female;Adult;3325;13;580980;267756;188
W01;02-Puente;ZFOO;SK;Female;Pre School;3325;3;115860;52539;24
W01;02-Puente;ZFOO;SK;Male;Adult;3325;16;699840;316146;76
W01;02-Puente;ZFOO;SK;Male;Pre School + Grade School;3325;6;176960;77436;57
W01;02-Puente;ZFOO;UA;Male;Adult;3325;3;140970;67479;65
W01;02-Puente;ZFOO;UA;Male;Grade School;3325;0;0;-48;22
W01;02-Puente;ZFOO;UM;Male;Adult;3325;-1;-39990;-14138;11
W01;02-Puente;ZFOO;UM;Male;Pre School;3325;1;36990;12853;26
W01;02-Puente;ZFOO;VN;Female;Adult;3325;3;161970;70701;77
W01;02-Puente;ZFOO;VN;Male;Adult;3325;7;389930;167112;124
W01;04-Maipu;ZAPP;NI;Male;Pre School + Grade School;6830;-1;-19990;0;
W01;04-Maipu;ZAPP;UA;Male;Adult;6830;-1;-24990;0;1
W01;04-Maipu;ZEQU;AD;;;6830;9;900;9;
W01;04-Maipu;ZEQU;AD;Male;Adult;6830;11;216890;111415;194
W01;04-Maipu;ZEQU;AD;Unisex;Adult;6830;14;162860;86289;481
W01;04-Maipu;ZEQU;KE;Male;Adult;6830;16;319840;135520;25
W01;04-Maipu;ZEQU;KE;Unisex;Adult;6830;6;119940;50820;2
W01;04-Maipu;ZEQU;MN;Male;Adult;6830;6;177940;64255;69
W01;04-Maipu;ZEQU;MO;Male;Adult;6830;4;107960;44553;14
W01;04-Maipu;ZEQU;MO;Unisex;Adult;6830;2;43980;18848;5
W01;04-Maipu;ZEQU;NI;;;6830;2;45980;21330;
W01;04-Maipu;ZEQU;NI;Male;Adult;6830;87;1319700;605676;855
W01;04-Maipu;ZEQU;NI;Male;Grade School;6830;1;13990;6490;13
W01;04-Maipu;ZEQU;NI;Unisex;Adult;6830;13;159870;74886;24
W01;04-Maipu;ZEQU;NP;Male;Pre School;6830;2;15980;6484;22
W01;04-Maipu;ZEQU;PM;Male;Adult;6830;32;362990;152476;91
W01;04-Maipu;ZEQU;PM;Male;Pre School;6830;11;65890;30019;
W01;04-Maipu;ZEQU;PM;Unisex;Adult;6830;11;87810;35034;43
W01;04-Maipu;ZEQU;UA;Male;Adult;6830;1;14990;6996;29
W01;04-Maipu;ZEQU;UA;Unisex;Adult;6830;2;29980;14179;10
W01;04-Maipu;ZFOO;AD;Female;Adult;6830;18;1040930;523387;206
W01;04-Maipu;ZFOO;AD;Female;Pre School + Grade School;6830;1;62990;31773;13
W01;04-Maipu;ZFOO;AD;Female;Toddler;6830;-2;-57980;-29244;18
W01;04-Maipu;ZFOO;AD;Male;Adult;6830;39;2541710;1289828;512
W01;04-Maipu;ZFOO;AD;Male;Pre School;6830;-1;-42990;-21680;23
W01;04-Maipu;ZFOO;AD;Male;Pre School + Grade School;6830;2;85980;39329;75
W01;04-Maipu;ZFOO;AD;Male;Toddler;6830;2;75980;38323;101
W01;04-Maipu;ZFOO;AD;Unisex;Toddler;6830;1;27990;13650;5
W01;04-Maipu;ZFOO;CR;Female;Adult;6830;1;49990;23945;
W01;04-Maipu;ZFOO;CR;Male;Grade School;6830;-1;-39990;-19155;
W01;04-Maipu;ZFOO;CV;Female;Adult;6830;-1;-62990;-28075;2
W01;04-Maipu;ZFOO;CV;Female;Grade School;6830;19;1128820;505533;54
W01;04-Maipu;ZFOO;CV;Female;Pre School;6830;1;39990;17824;
W01;04-Maipu;ZFOO;CV;Male;Adult;6830;12;651390;307936;50
W01;04-Maipu;ZFOO;CV;Male;Grade School;6830;4;191960;96256;7
W01;04-Maipu;ZFOO;CV;Male;Pre School;6830;0;13000;5794;21
W01;04-Maipu;ZFOO;FI;Female;Adult;6830;4;279960;124780;23
W01;04-Maipu;ZFOO;FI;Female;Pre School;6830;5;249950;111406;41
W01;04-Maipu;ZFOO;NI;Female;Adult;6830;9;894000;406790;269
W01;04-Maipu;ZFOO;NI;Female;Pre School;6830;2;116980;47073;50
W01;04-Maipu;ZFOO;NI;Female;Pre School + Grade School;6830;0;0;0;28
W01;04-Maipu;ZFOO;NI;Female;Toddler;6830;-1;-27990;-13911;87
W01;04-Maipu;ZFOO;NI;Male;Adult;6830;55;3987140;1837803;465
W01;04-Maipu;ZFOO;NI;Male;Grade School;6830;27;1354920;660449;97
W01;04-Maipu;ZFOO;NI;Male;Pre School;6830;7;315440;147793;104
W01;04-Maipu;ZFOO;NI;Male;Pre School + Grade School;6830;0;-10000;-4638;5
W01;04-Maipu;ZFOO;NI;Male;Toddler;6830;3;111970;51014;156
W01;04-Maipu;ZFOO;PM;Female;Adult;6830;43;2223080;1013429;256
W01;04-Maipu;ZFOO;PM;Female;Grade School;6830;0;0;0;4
W01;04-Maipu;ZFOO;PM;Female;Pre School;6830;6;188940;86076;39
W01;04-Maipu;ZFOO;PM;Female;Toddler;6830;7;213930;97461;88
W01;04-Maipu;ZFOO;PM;Male;Adult;6830;62;3081380;1394081;352
W01;04-Maipu;ZFOO;PM;Male;Grade School;6830;12;491740;224997;54
W01;04-Maipu;ZFOO;PM;Male;Pre School;6830;12;455880;206957;138
W01;04-Maipu;ZFOO;PM;Male;Toddler;6830;8;256920;114407;137
W01;04-Maipu;ZFOO;RB;Female;Adult;6830;3;119970;54376;7
W01;04-Maipu;ZFOO;RB;Male;Adult;6830;11;568890;285411;118
W01;04-Maipu;ZFOO;RX;Female;Adult;6830;0;0;1;49
W01;04-Maipu;ZFOO;SC;Male;Adult;6830;1;54990;20680;82
W01;04-Maipu;ZFOO;SC;Unisex;Adult;6830;1;66500;23002;13
W01;04-Maipu;ZFOO;SK;Female;Adult;6830;25;1225640;564982;151
W01;04-Maipu;ZFOO;SK;Female;Pre School;6830;2;77980;35026;11
W01;04-Maipu;ZFOO;SK;Female;Pre School + Grade School;6830;1;36990;16144;3
W01;04-Maipu;ZFOO;SK;Male;Adult;6830;36;1512160;673337;88
W01;04-Maipu;ZFOO;SK;Male;Pre School;6830;-1;-27990;-12906;34
W01;04-Maipu;ZFOO;SK;Male;Pre School + Grade School;6830;12;370890;154879;57
W01;04-Maipu;ZFOO;UA;Female;Adult;6830;2;85980;41080;23
W01;04-Maipu;ZFOO;UA;Male;Adult;6830;3;140970;67354;21
W01;04-Maipu;ZFOO;UM;Male;Adult;6830;0;2000;0;18
W01;04-Maipu;ZFOO;UM;Male;Pre School;6830;1;36990;12852;14
W01;04-Maipu;ZFOO;VN;Female;Adult;6830;12;797880;340516;35
W01;04-Maipu;ZFOO;VN;Male;Adult;6830;12;794880;332091;85
W01;06-Rosas;ZAPP;AD;Female;Adult;9150;2;39980;20168;53
W01;06-Rosas;ZAPP;AD;Male;Adult;9150;6;170940;86213;89
W01;06-Rosas;ZAPP;AD;Male;Pre School + Grade School;9150;1;14990;7565;7
W01;06-Rosas;ZAPP;NI;Female;Adult;9150;1;23990;10665;139
W01;06-Rosas;ZAPP;NI;Female;Grade School;9150;1;19990;9274;91
W01;06-Rosas;ZAPP;NI;Male;Adult;9150;8;246480;117325;348
W01;06-Rosas;ZAPP;NI;Male;Grade School;9150;3;50970;23644;145
W01;06-Rosas;ZAPP;NP;Male;Pre School;9150;1;16990;7882;17
W01;06-Rosas;ZAPP;PM;Male;Adult;9150;9;166910;76952;77
W01;06-Rosas;ZAPP;QS;Male;Adult;9150;2;36980;18481;30
W01;06-Rosas;ZAPP;UA;Male;Adult;9150;1;24990;11939;102
W01;06-Rosas;ZEQU;AD;Male;;9150;1;17990;9078;
W01;06-Rosas;ZEQU;AD;Male;Adult;9150;12;217000;110618;119
W01;06-Rosas;ZEQU;AD;Unisex;Adult;9150;24;304700;167383;456
W01;06-Rosas;ZEQU;CR;Unisex;Full Family;9150;1;6990;5264;54
W01;06-Rosas;ZEQU;KE;Male;Adult;9150;-1;-19990;-8470;32
W01;06-Rosas;ZEQU;KE;Unisex;Adult;9150;2;39980;16940;11
W01;06-Rosas;ZEQU;MN;Male;Adult;9150;9;260570;95661;115
W01;06-Rosas;ZEQU;NI;;;9150;1;22990;10665;
W01;06-Rosas;ZEQU;NI;Female;Adult;9150;4;47960;21320;105
W01;06-Rosas;ZEQU;NI;Male;Adult;9150;99;1751840;815428;546
W01;06-Rosas;ZEQU;NI;Male;Grade School;9150;5;64860;30413;37
W01;06-Rosas;ZEQU;NI;Unisex;Adult;9150;16;212600;97195;84
W01;06-Rosas;ZEQU;NP;Male;Grade School;9150;2;13630;7413;6
W01;06-Rosas;ZEQU;NP;Male;Pre School;9150;8;63530;27099;29
W01;06-Rosas;ZEQU;NP;Male;Toddler;9150;6;44940;20844;11
W01;06-Rosas;ZEQU;NP;Unisex;Adult;9150;4;59960;24104;4
W01;06-Rosas;ZEQU;PM;;;9150;1;14990;5918;
W01;06-Rosas;ZEQU;PM;Female;Adult;9150;1;8990;2729;4
W01;06-Rosas;ZEQU;PM;Male;Adult;9150;14;164860;69629;117
W01;06-Rosas;ZEQU;PM;Male;Pre School;9150;1;5990;2729;
W01;06-Rosas;ZEQU;PM;Unisex;Adult;9150;5;39950;15924;24
W01;06-Rosas;ZEQU;UM;Male;Adult;9150;5;89950;32122;9
W01;06-Rosas;ZFOO;AD;;;9150;2;99980;50426;
W01;06-Rosas;ZFOO;AD;Female;Adult;9150;16;887840;444358;261
W01;06-Rosas;ZFOO;AD;Female;Pre School + Grade School;9150;-1;-36990;-18653;29
W01;06-Rosas;ZFOO;AD;Female;Toddler;9150;1;32990;16643;27
W01;06-Rosas;ZFOO;AD;Male;Adult;9150;43;2708940;1341380;586
W01;06-Rosas;ZFOO;AD;Male;Pre School;9150;2;56640;35049;35
W01;06-Rosas;ZFOO;AD;Male;Pre School + Grade School;9150;4;155970;78149;79
W01;06-Rosas;ZFOO;AD;Male;Toddler;9150;2;65980;33286;101
W01;06-Rosas;ZFOO;AD;Unisex;Pre School;9150;3;98970;49929;9
W01;06-Rosas;ZFOO;CV;Female;Grade School;9150;9;537910;238417;56
W01;06-Rosas;ZFOO;CV;Male;Adult;9150;12;678420;313257;125
W01;06-Rosas;ZFOO;CV;Male;Grade School;9150;3;150970;69072;27
W01;06-Rosas;ZFOO;CV;Male;Pre School;9150;2;89980;41888;24
W01;06-Rosas;ZFOO;FI;Female;Adult;9150;9;606420;271844;77
W01;06-Rosas;ZFOO;FI;Female;Pre School;9150;1;49990;22281;45
W01;06-Rosas;ZFOO;FI;Male;Adult;9150;1;59990;26738;30
W01;06-Rosas;ZFOO;LT;Female;Grade School;9150;7;224930;102726;37
W01;06-Rosas;ZFOO;LT;Male;Adult;9150;6;231940;98077;58
W01;06-Rosas;ZFOO;LT;Male;Grade School;9150;4;81960;49036;13
W01;06-Rosas;ZFOO;LT;Male;Pre School;9150;5;162950;72147;52
W01;06-Rosas;ZFOO;NI;Female;Adult;9150;20;1601800;729699;487
W01;06-Rosas;ZFOO;NI;Female;Pre School;9150;-1;-38000;-21798;56
W01;06-Rosas;ZFOO;NI;Female;Pre School + Grade School;9150;1;64990;23469;12
W01;06-Rosas;ZFOO;NI;Female;Toddler;9150;2;72140;38412;86
W01;06-Rosas;ZFOO;NI;Male;Adult;9150;41;2957960;1381339;714
W01;06-Rosas;ZFOO;NI;Male;Grade School;9150;22;1087540;536150;132
W01;06-Rosas;ZFOO;NI;Male;Pre School;9150;16;730470;336469;157
W01;06-Rosas;ZFOO;NI;Male;Pre School + Grade School;9150;2;109980;27829;34
W01;06-Rosas;ZFOO;NI;Male;Toddler;9150;4;155960;70172;182
W01;06-Rosas;ZFOO;PM;Female;Adult;9150;31;1722200;769385;260
W01;06-Rosas;ZFOO;PM;Female;Grade School;9150;-2;-77980;-35525;7
W01;06-Rosas;ZFOO;PM;Female;Pre School;9150;8;262430;120232;35
W01;06-Rosas;ZFOO;PM;Female;Toddler;9150;10;297900;135714;87
W01;06-Rosas;ZFOO;PM;Male;Adult;9150;46;2439540;1112798;346
W01;06-Rosas;ZFOO;PM;Male;Grade School;9150;15;634850;288904;64
W01;06-Rosas;ZFOO;PM;Male;Pre School;9150;7;267930;107486;123
W01;06-Rosas;ZFOO;PM;Male;Toddler;9150;6;201200;92451;100
W01;06-Rosas;ZFOO;PM;Unisex;Adult;9150;2;159980;72880;14
W01;06-Rosas;ZFOO;RB;Female;Adult;9150;1;39990;19388;9
W01;06-Rosas;ZFOO;RB;Male;Adult;9150;5;252950;127580;58
W01;06-Rosas;ZFOO;SK;Female;Adult;9150;20;870670;400701;242
W01;06-Rosas;ZFOO;SK;Female;Pre School;9150;2;59980;25813;10
W01;06-Rosas;ZFOO;SK;Female;Pre School + Grade School;9150;1;39990;18426;1
W01;06-Rosas;ZFOO;SK;Male;Adult;9150;35;1446670;650241;121
W01;06-Rosas;ZFOO;SK;Male;Pre School;9150;5;157950;69138;31
W01;06-Rosas;ZFOO;SK;Male;Pre School + Grade School;9150;7;215930;90345;74
W01;06-Rosas;ZFOO;UA;Male;Adult;9150;0;-3000;-1750;95
W01;06-Rosas;ZFOO;UM;Male;Adult;9150;1;45980;14137;29
W01;06-Rosas;ZFOO;UM;Male;Pre School;9150;1;36990;12853;22
W01;06-Rosas;ZFOO;VN;Female;Adult;9150;8;543680;231820;97
W01;06-Rosas;ZFOO;VN;Female;Grade School;9150;3;147480;64274;5
W01;06-Rosas;ZFOO;VN;Male;Adult;9150;12;716630;307447;189
W01;06-Rosas;ZFOO;VN;Male;Toddler;9150;1;39990;17138;24
W01;07-San Bernardo;ZAPP;AD;Male;Adult;4009;6;145940;73602;72
W01;07-San Bernardo;ZAPP;NI;Female;Adult;4009;3;146970;68178;148
W01;07-San Bernardo;ZAPP;NI;Female;Grade School;4009;1;19990;9273;50
W01;07-San Bernardo;ZAPP;NI;Female;Pre School + Grade School;4009;2;49980;23185;11
W01;07-San Bernardo;ZAPP;NI;Male;Adult;4009;7;209930;97384;143
W01;07-San Bernardo;ZAPP;NI;Male;Grade School;4009;0;0;0;76
W01;07-San Bernardo;ZAPP;NI;Male;Pre School + Grade School;4009;2;37980;17619;46
W01;07-San Bernardo;ZAPP;NP;Male;Pre School;4009;2;24000;14835;10
W01;07-San Bernardo;ZAPP;PM;Female;Grade School;4009;-1;-17495;0;1
W01;07-San Bernardo;ZAPP;PM;Male;Adult;4009;17;311830;144797;85
W01;07-San Bernardo;ZAPP;UA;Male;Adult;4009;2;53980;25790;58
W01;07-San Bernardo;ZEQU;AD;Male;Adult;4009;8;157920;80584;214
W01;07-San Bernardo;ZEQU;AD;Unisex;Adult;4009;9;90910;47782;610
W01;07-San Bernardo;ZEQU;KE;Male;Adult;4009;11;219890;93170;22
W01;07-San Bernardo;ZEQU;MN;Male;Adult;4009;5;142460;59980;119
W01;07-San Bernardo;ZEQU;MO;Male;Adult;4009;3;65970;28272;7
W01;07-San Bernardo;ZEQU;MO;Unisex;Adult;4009;5;108860;47120;3
W01;07-San Bernardo;ZEQU;NI;Female;Adult;4009;1;10990;4634;110
W01;07-San Bernardo;ZEQU;NI;Male;Adult;4009;70;1182300;540257;682
W01;07-San Bernardo;ZEQU;NI;Male;Grade School;4009;2;27980;12979;46
W01;07-San Bernardo;ZEQU;NI;Unisex;Adult;4009;4;69960;31525;81
W01;07-San Bernardo;ZEQU;NP;Male;Pre School;4009;3;22970;10190;51
W01;07-San Bernardo;ZEQU;PM;Female;Adult;4009;3;26970;9358;35
W01;07-San Bernardo;ZEQU;PM;Male;Adult;4009;25;318750;136038;86
W01;07-San Bernardo;ZEQU;PM;Male;Pre School;4009;2;11980;5458;
W01;07-San Bernardo;ZEQU;PM;Unisex;Adult;4009;3;23970;9554;0
W01;07-San Bernardo;ZEQU;UA;Unisex;Adult;4009;1;12990;6062;25
W01;07-San Bernardo;ZFOO;AD;;;4009;2;97490;50428;
W01;07-San Bernardo;ZFOO;AD;Female;Adult;4009;2;97980;50326;533
W01;07-San Bernardo;ZFOO;AD;Female;Pre School + Grade School;4009;1;49990;25213;33
W01;07-San Bernardo;ZFOO;AD;Female;Toddler;4009;1;32990;16643;33
W01;07-San Bernardo;ZFOO;AD;Male;Adult;4009;17;1020830;511504;1043
W01;07-San Bernardo;ZFOO;AD;Male;Grade School;4009;1;39990;19966;34
W01;07-San Bernardo;ZFOO;AD;Male;Pre School;4009;1;37990;20168;48
W01;07-San Bernardo;ZFOO;AD;Male;Pre School + Grade School;4009;9;360910;171423;181
W01;07-San Bernardo;ZFOO;AD;Male;Toddler;4009;1;32990;16643;152
W01;07-San Bernardo;ZFOO;CV;Female;Grade School;4009;5;280960;129237;82
W01;07-San Bernardo;ZFOO;CV;Male;Adult;4009;9;511910;228166;126
W01;07-San Bernardo;ZFOO;CV;Male;Pre School;4009;4;184960;82439;17
W01;07-San Bernardo;ZFOO;FI;Female;Adult;4009;5;306950;138149;72
W01;07-San Bernardo;ZFOO;FI;Female;Pre School;4009;4;199960;89125;45
